id,node,text,translation
line:0a52456,AurUpstairs_Talk,Aster: I am someone who has practiced arcane magic for my entire life.,
line:0464cc7,AurUpstairs_Talk,Aster: I've slowly learned how to sense how aether moves around me.,
line:0fd7fbb,AurUpstairs_Talk,"Celeste: You can do that, too?[p/] I thought I was the only one.",
line:02ef56a,AurUpstairs_Talk,"Aster: Oh,[p/] that talent is quite a rarity—[p/]even among the royal family.",
line:0f6f3f8,AurUpstairs_Talk,Aster: I suppose I shouldn't expect anything less from the Crimson Demon.,
line:0b68af8,AurUpstairs_Talk,Celeste: Stop calling me that.,
line:0f40394,AurUpstairs_Talk,Player: What spell was cast on Justin?,
line:0079d94,AurUpstairs_Talk,Tyrion: So you could feel the aether was moving towards the source of that spell.,
line:080e641,AurUpstairs_Talk,"Aster: Yes,[p/] it was quite distinct because of how high up he was.",
line:05e3d5d,AurUpstairs_Talk,Aster: I could sense the aether rising out of the ground to his position on the catwalk.,
line:0133cb3,AurUpstairs_Talk,Celeste: So the guardrail was broken apart by this artificery.,
line:087d5ec,AurUpstairs_Talk,Celeste: Is that why there weren't any traces of magic up there?,
line:0e227f9,AurUpstairs_Talk,Tyrion: No...[p/] Artificery simply replicates the effects of an arcane spell.,
line:0143541,AurUpstairs_Talk,"Tyrion: They leave traces of magic,[p/] just like spells cast by a mage do.",
line:029f9bb,AurUpstairs_Talk,Tyrion: That also means our culprit wasn't necessarily a mage.[p/] [i]Anyone[/i] could have used a device like that.,
line:01a00d2,AurUpstairs_Talk,Aster: ...Not necessarily.,
line:0637f4c,AurUpstairs_Talk,Tyrion: What do you mean?,
line:02a561d,AurUpstairs_Talk,Aster: The amount of aether being drawn was considerable.[p/] It was of a much a higher quantity than what most artificery devices are capable of.,
line:0d834dd,AurUpstairs_Talk,"Aster: Whatever that device was,[p/] it was quite advanced and dangerous.[p/] Something like that wouldn't be commonly available to the public.",
line:01d9f17,AurUpstairs_Talk,"The military would definitely have access to a weapon like that, too...",
line:0258b95,AurUpstairs_Talk,"It pointed to Lucio Steelwind,[p/] but that just made his actions during the trial all the more bizarre.",
line:058ec22,AurUpstairs_Talk,Player: Lucio Steelwind,
line:007c193,AurUpstairs_Talk,Tyrion: ...What can you tell me about Grand General Steelwind?,
line:0b99c04,AurUpstairs_Talk,Aster: The Grand General is a difficult man to speak of.,
line:01d0dae,AurUpstairs_Talk,"Aster: In recent days,[p/] his name alone carries the weight of thousands of slaughtered innocents.",
line:0edb028,AurUpstairs_Talk,Tyrion: I take it you don't care much for him?,
line:0441aae,AurUpstairs_Talk,Aster: Not many do.[p/] Even the most heartless monster would see little sense in his bloody conquest in the countryside.,
line:0478c07,AurUpstairs_Talk,"Aster: I was surprised when he took the stand at the trial yesterday,[p/] but I'm sure it's just another plot to undermine the other pillar families.",
line:0118eac,AurUpstairs_Talk,"Aster: I had really hoped my arranged marriage to Lady Steelwind would sate his thirst for power,[p/] but it seems to have just made it worse.",
line:0e12d4d,AurUpstairs_Talk,Celeste: Wait...[p/] What did you just say?,
line:07dfa2f,AurUpstairs_Talk,"Aster: Ah,[p/] of course.[p/] I suppose most outside of the nobility wouldn't be aware of it.",
line:03e87ce,AurUpstairs_Talk,Aster: My father and the Grand General have arranged for me to marry Lady Steelwind.,
line:0ab9652,AurUpstairs_Talk,Celeste: What?![p/][s/] She never told me she was engaged to the [i]Crown Prince[/i].,
line:0934b32,AurUpstairs_Talk,Aster: I wouldn't blame her.[p/] She's not exactly pleased with our arrangement.,
line:087d988,AurUpstairs_Talk,Aster: That woman despises me.,
line:0dee606,AurUpstairs_Talk,Tyrion: ...What?,
line:0450ef0,AurUpstairs_Talk,Aster: Our marriage is purely political—[p/]a way to unify the royal family with the upper brass of the military.,
line:0cc46f7,AurUpstairs_Talk,"Aster: I admire her desire to bring prosperity to the commonfolk,[p/] but I unfortunately seem to represent everything she hates about this kingdom.",
line:0bda098,AurUpstairs_Talk,"Aster: She can't even stand speaking to me.[p/] Every time I'm around her,[p/] she can barely contain her contempt.",
line:034c8c3,AurUpstairs_Talk,Celeste: Oh no...,
line:0413f50,AurUpstairs_Talk,Aster: But I've made my peace with that.[p/] She's always cared more about her duty than anything else.,
line:033a7b2,AurUpstairs_Talk,"Aster: When I take the throne,[p/] I will build her a compassionate kingdom that she can take pride in.",
line:034b132,AurUpstairs_Talk,"...I really wanted to believe him,[p/] but I knew better than to trust empty promises like that.",
line:07747d1,AurUpstairs_Talk,I guess only time would tell what kind of ruler he would be.,
line:089dd8d,AurUpstairs_Talk,Player: The Stolen Item,
line:0f8834c,AurUpstairs_Talk,Player: BACK,
line:0b4fc33,AsterConvStoleItem,"Tyrion: Aster, I've been hearing an awful lot about how the serial robber stole that item from your ship.",
line:063512e,AsterConvStoleItem,"Aster: Ah, that.[p/] The Kingsguard have been scrambling around trying to find it.",
line:02c4a0e,AsterConvStoleItem,Tyrion: Would you be able to tell me what they stole?,
line:0e53641,AsterConvStoleItem,Aster: Hm...[p/] I don't know.,
line:095003b,AsterConvStoleItem,Tyrion: I've been having a lot of trouble pinning down what the thief was after.,
line:010a375,AsterConvStoleItem,"Tyrion: If they infiltrated your ship,[p/] they were taking a gigantic risk.[p/] They wouldn't have done that without a good reason.",
line:0e18282,AsterConvStoleItem,Aster: ...,
line:068bbf3,AsterConvStoleItem,Aster: They stole several high-capacity arcane crystals attuned to the school of [b]evocation[/b].,
line:0aeabdf,AsterConvStoleItem,"Tyrion: Arcane crystals are pretty common, aren't they?[p/][s/] They're what draw and provide power to artificery devices.",
line:04c3834,AsterConvStoleItem,Aster: The problem is that they're attuned to [b]evocation[/b]:[p/] the most raw and destructive school of magic.,
line:03e8b34,AsterConvStoleItem,"Aster: Artificery that uses [b]evocation[/b] is heavily supervised by the kingdom,[p/] and most devices that use them are extremely weak.",
line:043e3b6,AsterConvStoleItem,Aster: Those crystals were a shipment addressed to Von Sanctus Industries.[p/] They were meant to be received at port and used to construct weapons for use by the military.,
line:011e7bc,AsterConvStoleItem,Tyrion: Are these crystals really that valuable?,
line:00943cf,AsterConvStoleItem,"Aster: They have a large capacity to channel [b]evocation[/b] magic.[p/] They're extremely potent at unleashing energy,",
line:0727049,AsterConvStoleItem,"Aster: In the wrong hands,[p/] they could produce an explosion with the power to level an entire block of this city.",
line:0ac778c,AsterConvStoleItem,"Tyrion: ...And there have been mass reports of insurrection here, too.",
line:0f60ee7,AsterConvStoleItem,"Whether those reports were true or not,[p/] my teeth clenched at the thought of what someone might do with those crystals.",
line:09fb8f3,AsterConvStoleItem,It was even worse to think about what the Grand General might do to stop that from happening.,
line:0e0432d,AurUpstairs_Present,Player: Runestone,
line:0d4b4e4,AurUpstairs_Present,Aster: That's—!,
line:0dc3f99,AurUpstairs_Present,Tyrion: It’s an Attorney’s Runestone.[p/] It's—,
line:04edcc7,AurUpstairs_Present,Aster: It's proof that you're a certified attorney!,
line:08c5bb9,AurUpstairs_Present,Aster: I've never seen one of these up close before!,
line:04b13b4,AurUpstairs_Present,Celeste: Really?[p/] I thought the Crown Prince would be the first person to have a Runestone like this.,
line:0d4f1e1,AurUpstairs_Present,"Aster: I have a Runestone,[p/][s/] but it's not an [i]Attorney's[/i] Runestone!",
line:0973855,AurUpstairs_Present,Tyrion: Finally![p/][s/] Someone that understands the difference!,
line:06cb584,AurUpstairs_Present,Celeste: ...,
line:0a36c1a,AurUpstairs_Present,Player: Tyrion,
line:0dc5fc6,AurUpstairs_Present,Aster: I can't believe I'm meeting Tyrion Cuthbert!,
line:0f1e3e3,AurUpstairs_Present,"Tyrion: I appreciate the admiration,[p/] but I don't see what's so special about me.",
line:0243aef,AurUpstairs_Present,"Aster: Well, I've been an admirer of Ruby Tymora for a while,[p/] but your story is far more inspiring!",
line:09079c1,AurUpstairs_Present,"Aster: ...You rose above the tragedy that befell your mother,[p/] and became a force against the nobility.",
line:02fbe77,AurUpstairs_Present,Tyrion: ...How do you know about that?,
line:0248a61,AurUpstairs_Present,"Aster: I read about your story in the paper—[p/]a grieving child,[p/] who walked into the woods in despair.",
line:038b3f5,AurUpstairs_Present,Aster: That story made quite an impression on me.,
line:0e0c980,AurUpstairs_Present,"Aster: When I saw the story of Ms. McCoy's trial,[p/] I recognized you immediately.",
line:01b41f9,AurUpstairs_Present,Aster: I'm so glad that you survived.,
line:02c586a,AurUpstairs_Present,Tyrion: ...,
line:04c2d11,AurUpstairs_Present,Celeste: ...?,
line:06d56b9,AurUpstairs_Present,Player: Celeste,
line:05d054c,AurUpstairs_Present,Aster: I never imagined that I'd meet the Crimson Demon of the Eastern Kingdoms.,
line:042da5f,AurUpstairs_Present,"Celeste: Okay,[p/] how the hell did you find out about that nickname?",
line:0e49f52,AurUpstairs_Present,"Aster: O-[p/][s/]Oh,[p/] uh—",
line:03ba154,AurUpstairs_Present,Aster: My position as the Crown Prince makes me privy to stories like that.,
line:0a05ad1,AurUpstairs_Present,"Tyrion: ...What is the ""Crimson Demon"", anyways?",
line:0012b3a,AurUpstairs_Present,Celeste: ...I don't want to talk about it.,
line:0ba5f3b,AurUpstairs_Present,I decided to drop the subject.,
line:0b45cc8,AurUpstairs_Present,Player: Aria,
line:0c25879,AurUpstairs_Present,"Aster: Ah,[p/] Lady Steelwind.[p/] I'm glad to see my fiancée is growing into her role.",
line:094c7c3,AurUpstairs_Present,Celeste: What?![p/][s/] She never told me she was engaged to the [i]Crown Prince[/i].,
line:03d98ca,AurUpstairs_Present,Aster: I wouldn't blame her.[p/] She's not exactly pleased with our arrangement.,
line:094f83e,AurUpstairs_Present,Aster: That woman despises me.,
line:09704a4,AurUpstairs_Present,Tyrion: ...What?,
line:0b528a9,AurUpstairs_Present,Aster: Our marriage is purely political—[p/]a way to unify the royal family with the upper brass of the military.,
line:01c43b2,AurUpstairs_Present,"Aster: I admire her desire to bring prosperity to the commonfolk,[p/] but I unfortunately seem to represent everything she hates about this kingdom.",
line:0661f6b,AurUpstairs_Present,"Aster: She can't even stand speaking to me.[p/] Every time I'm around her,[p/] she can barely contain her contempt.",
line:0d6f575,AurUpstairs_Present,Celeste: Oh no...,
line:0e13659,AurUpstairs_Present,Aster: But I've made my peace with that.[p/] She's always cared more about her duty than anything else.,
line:0104460,AurUpstairs_Present,"Aster: When I take the throne,[p/] I will build her a compassionate kingdom that she can take pride in.",
line:0fdc7e6,AurUpstairs_Present,"...I really wanted to believe him,[p/] but I knew better than to trust empty promises like that.",
line:0a3edf1,AurUpstairs_Present,I guess only time would tell what kind of ruler he would be.,
line:03e1667,AurUpstairs_Present,Player: Ruby,
line:08c5c2c,AurUpstairs_Present,Aster: Is Ruby Tymora here as well?,
line:0bcc7fc,AurUpstairs_Present,Aster: I was wondering if you could put in a good word for me.[p/] I've been wanting her autograph.,
line:027fd44,AurUpstairs_Present,Tyrion: [i]You're[/i] the Crown Prince.[p/] Couldn't you just ask her yourself?,
line:0ae1172,AurUpstairs_Present,"Aster: I-[p/][s/]I've tried,[p/] but the last time I saw her,[p/] she had very[p/] [i]strong[/i] words for me.",
line:014253f,AurUpstairs_Present,That [i]did[/i] make sense.[p/] She had more animosity towards the aristocracy than [i]I[/i] did.,
line:0ed5d5a,AurUpstairs_Present,Player: Lloyd,
line:0d08fda,AurUpstairs_Present,Aster: I heard about your chess match with the Duke of Commerce.,
line:091a6c9,AurUpstairs_Present,Aster: I wish I could have seen it myself!,
line:0913593,AurUpstairs_Present,"Tyrion: There wasn't much to see.[p/] For all his arrogance,[p/] The Duke was a pushover.",
line:0c9b67d,AurUpstairs_Present,Aster: [i]*sigh*[/i][p/] That just makes me regret it more.[p/] I would've loved to see that weasel put in his place.,
line:0538be1,AurUpstairs_Present,Tyrion: ...Isn't he one of the kingdom's dukes?[p/] I'd thought you two would be more amicable.,
line:072ec73,AurUpstairs_Present,Aster: No one knows more about the oppression of the Four Pillars than I do.,
line:077af97,AurUpstairs_Present,...What?,
line:099653a,AurUpstairs_Present,Player: Coraline,
line:06a3d74,AurUpstairs_Present,Aster: [i]*sigh*[/i][p/] Coraline Sibyl:[p/] the Minister of Justice.,
line:050ba65,AurUpstairs_Present,Tyrion: ...It doesn't sound like you have a high opinion of her.,
line:0aab8e3,AurUpstairs_Present,"Aster: She's the most powerful of the Four Pillar Lords,[p/] but she's also the most apathetic.",
line:0d3c6a7,AurUpstairs_Present,"Aster: Our system of governance is broken.[p/] She has the power to change it,[p/] yet she and her House of Lords do nothing.",
line:0dcd91a,AurUpstairs_Present,"Tyrion: ...If you care so much,[p/] [i]you[/i] have the ability to change it.",
line:0b858bb,AurUpstairs_Present,"Tyrion: You're a part of the royal family, for crying out loud.",
line:0e113a0,AurUpstairs_Present,"Aster: One [i]would[/i] think that, wouldn't they?",
line:0479802,AurUpstairs_Present,Player: Lucio,
line:0b44b18,AurUpstairs_Present,Aster: ...I would appreciate it if you didn't speak of the Grand General unless necessary.,
line:08f42b0,AurUpstairs_Present,Tyrion: ...I take it you don't care for him?,
line:0f9751d,AurUpstairs_Present,Aster: ...How could I?[p/] My heart aches for the innocent people he's slaughtered.,
line:07a95cd,AurUpstairs_Present,"Aster: All because of these supposed ""insurrections"".",
line:00846ae,AurUpstairs_Present,"Tyrion: ...If you really feel that strongly about it,[p/] why hasn't the royal family done anything to stop him?",
line:0d29489,AurUpstairs_Present,Aster: House Steelwind controls the only military force equipped to maintain order in Wyverngarde.,
line:009d40a,AurUpstairs_Present,"Aster: I can't say more,[p/] but their mages are also the only thing standing between us and war with the other kingdoms.",
line:03a0ba0,AurUpstairs_Present,"Aster: They are our greatest asset,[p/] while also being our greatest failure.",
line:01c140a,AurUpstairs_Present,Player: Aster,
line:04e652b,AurUpstairs_Present,"Tyrion: I've read a lot of stories about the Crown Prince in the paper,[p/] but they never mention you by name.",
line:0c968c8,AurUpstairs_Present,Aster: ...That's intentional.[p/] I prefer not to have my name associated with my title.,
line:01eeee4,AurUpstairs_Present,"Celeste: You've done a lot of charity work for the less fortunate, haven't you?",
line:0b67e32,AurUpstairs_Present,"Aster: Yes,[p/] we've hosted so [i]many[/i] fundraisers for them.",
line:027d756,AurUpstairs_Present,Tyrion: ...You're not a fan of fundraisers.,
line:013a40f,AurUpstairs_Present,Aster: I'm not a fan of aristocrats who think they can alleviate their guilt by giving me their spare gold.,
line:0f2495e,AurUpstairs_Present,Player: UnionTensions,
line:0ed05fb,AurUpstairs_Present,Aster: Hm...[p/] I'm sad to say that tensions such as these are rampant throughout the kingdom.,
line:0cd01e0,AurUpstairs_Present,Aster: It's just the same conflict between the commoners and the aristocrats that I've always seen.,
line:0e3ccee,AurUpstairs_Present,Tyrion: Dracogen isn't exactly an aristocrat.[p/] He's just a merchant.,
line:030b1b0,AurUpstairs_Present,"Aster: In the eyes of the commonfolk,[p/] there's very little difference.[p/] He has wealth and power,[p/] while they do not.",
line:0039230,AurUpstairs_Present,"Tyrion: But I think he [i]is[/i] trying to help them.[p/] I'm fairly certain these ""tensions"" are just fabricated stories.",
line:073e24d,AurUpstairs_Present,Aster: ...Is that so?,
line:0416c5d,AurUpstairs_Present,"Aster: Even so,[p/] I think the damage is already done.",
line:0241830,AurUpstairs_Present,Aster: I can only hope Mr. Dracogen's intentions are as noble as you claim they are.,
line:03d7911,AurUpstairs_Present,Player: ShipRep|Blockade,
line:082de78,AurUpstairs_Present,Player: Treason,
line:0fbe1f6,AurUpstairs_Present,Aster: ...I can certainly sympathize with the insurrectionists' displeasure with the kingdom.,
line:0863b0f,AurUpstairs_Present,"Aster: With what the Grand General has been doing in the countryside,[p/] this was inevitable.",
line:0367d75,AurUpstairs_Present,"Tyrion: ...If you sympathize with them so much,[p/] why hasn't anything been done?",
line:03c7db9,AurUpstairs_Present,"Aster: I won't blame you for saying that,[p/] but there's only so much I can do.",
line:020eecc,AurUpstairs_Present,"Aster: I hate to say it,[p/] but the royal family has a lot less influence than you'd think,[p/] especially when it comes to the Four Pillars.",
line:0eb9535,AurUpstairs_Present,"Aster: My family holds the crown,[p/] but the dukes and duchesses hold everything else.",
line:05d02c7,AurUpstairs_Present,...Was that really true?,
line:044c429,AurUpstairs_Present,Player: RikaTest2,
line:0087ce4,AurUpstairs_Present,"Aster: A mysterious, magical explosion pushed Mr. Waye off that catwalk...",
line:098ba94,AurUpstairs_Present,Tyrion: There aren't any magical traces there either.,
line:0b49c55,AurUpstairs_Present,"Aster: It's quite the mystery, isn't it?",
line:0998f71,AurUpstairs_Present,"Aster: Although,[p/] I have no doubts that you'll be able to solve it, Mr. Cuthbert.",
line:0e516ac,AurUpstairs_Present,"Hopefully,[p/] I could live up to his expectations.",
line:0fdfb51,AurUpstairs_Present,Player: Back,
line:087d2be,AurUpstairs_Present,Player: Default,
line:05729f2,AurUpstairs_Present,"Tyrion: Aster, what can you tell me about this?",
line:0ada272,AurUpstairs_Present,Aster: My apologies...[p/] I don't think I can help you with that.,
line:00526b6,AurUpstairs_Check,"Tyrion: Okay, I think that answers all of my questions.[p/] Thank you, Aster.",
line:0a983ab,AurUpstairs_Check,Aster: Of course![p/][s/] I'm just happy to help.,
line:058c0b3,AurUpstairs_Check,"I was hoping that the Crown Prince had spotted the thief,[p/] but all he saw was some hairless rodent.",
line:0e2e707,AurUpstairs_Check,I would just need to look into my other leads and hope that would lead somewhere.,
line:042661e,AurUpstairs_Check,"Either way,[p/] it was time to MOVE somewhere else.",
line:03d1655,Cafe1_Examine,Player: Card,
line:0b86f84,Cafe1_Examine,Tyrion: It's some kind of tarot card.,
line:0e6c0ac,Cafe1_Examine,Mosourika: A customer must have accidentally left it here.,
line:00fd739,Cafe1_Examine,"Tyrion: ""The Magician...""",
line:0d48bcd,Cafe1_Examine,Mosourika: The Magician is associated with the power of transformation and manifestation.,
line:0b061f0,Cafe1_Examine,"Mosourika: And it's in its upright position,[p/] which is associated with the resourcefulness to harness one's inner potential.",
line:04405d2,Cafe1_Examine,"Mosourika: It often symbolizes a person who possesses great skill,[p/] creativity,[p/] and mastery over their craft.",
line:04068ca,Cafe1_Examine,Tyrion: …I never knew you knew about these things.,
line:04dd653,Cafe1_Examine,"Mosourika: Ha![p/][s/] Of course, I do!",
line:0d55ced,Cafe1_Examine,Mosourika: The power of the magician is the power to shape reality through the power of will!,
line:03d1cbc,Cafe1_Examine,Mosourika: Doesn't [i]that[/i] remind you of someone?,
line:0856835,Cafe1_Examine,Tyrion: No...[p/] Not really.,
line:0d6b292,Cafe1_Examine,Mosourika: Hey!,
line:08398fb,Cafe1_Examine,Player: Barrels,
line:0038e2a,Cafe1_Examine,Tyrion: There are some barrels stacked in the corner here.,
line:0df9651,Cafe1_Examine,Celeste: I wonder what's inside.,
line:02d765f,Cafe1_Examine,"Celeste: Wait...[p/] Rika.[p/] You wouldn't happen to have Lotus Juice, do you?",
line:0ddd393,Cafe1_Examine,"Mosourika: ""Lotus Juice""? [p/] What's that?",
line:0c1ec1d,Cafe1_Examine,Celeste: [i]*sigh*[/i][p/] Never mind.,
line:071ba09,Cafe1_Examine,"Tyrion: What happened to the Lotus Juice that you ""received"" from Miriam?",
line:01f5a72,Cafe1_Examine,Celeste: I drank all of it…,
line:07ae97b,Cafe1_Examine,Already...?[p/] She'd only had it for a month.,
line:03dad09,Cafe1_Examine,Player: Table,
line:0537689,Cafe1_Examine,Tyrion: This table looks [i]really[/i] well-made.,
line:0e7eb33,Cafe1_Examine,Mosourika: You like it?[p/] I commissioned a local carpenter to have my tables custom-made.,
line:0e5d19c,Cafe1_Examine,Celeste: It was probably worth it.,
line:0a8def2,Cafe1_Examine,Celeste: They fit with the rustic vibe you've got going on here.,
line:0ac683d,Cafe1_Examine,Player: Plant,
line:0c63fdb,Cafe1_Examine,Rika seemed to have decorated the entire café with several plants and flowers.,
line:03c45a6,Cafe1_Examine,The green added a fresh and earthy look to the restaurant.,
line:07a9484,Cafe1_Examine,Player: Lantern,
line:0e4b85d,Cafe1_Examine,There were artificery lights hanging from the ceiling.,
line:09ff770,Cafe1_Examine,Tyrion: Your business must be doing pretty well if you can afford artificery like this.,
line:0b97bd8,Cafe1_Examine,Mosourika: That's just one of the benefits I get from working with the Dracogen Trading Company.,
line:04924ba,Cafe1_Examine,Mosourika: Most of the merchants connect to the artificery ley line.,
line:07e0df0,Cafe1_Examine,Player: Shelf,
line:055bd0d,Cafe1_Examine,"There was a shelf full of drinks,[p/] mugs,[p/] and sugar behind the restaurant counter.",
line:0111792,Cafe1_Examine,It must've been where Rika's employees prepared coffee to be served.,
line:0170967,Cafe1_Examine,Player: Back,
line:0aca0d7,Cafe1_Talk,Player: The Court Case,
line:000be57,Cafe1_Talk,Player: What did you see?,
line:0c81419,Cafe1_Talk,"Tyrion: Alright,[p/] let's get to work.",
line:04ae440,Cafe1_Talk,Tyrion: You said that you saw someone cast a spell that pushed Justin into the vats.,
line:0df3f67,Cafe1_Talk,Tyrion: Can you tell me exactly what you saw?[p/] I need every detail you can remember.,
line:05c72b5,Cafe1_Talk,"Mosourika: It was kind of hard to see.[p/] I was on the ground level,[p/] and he was up on the catwalk.",
line:05fae76,Cafe1_Talk,Mosourika: I think I saw him yelling at someone from up there.,
line:02748be,Cafe1_Talk,Mosourika: ...That's when I saw a flash of light.,
