id,node,text,translation
line:0f860aa,CelesteInvest_2,"CDress: He won't back down from [i]anyone[/i],[p/] even the Four Pillars.",
line:00b23eb,CelesteInvest_2,"CDress: Ever since he indicted Pierce,[p/] [i]someone[/i] has been sending people into Tyrion's home.",
line:045524b,CelesteInvest_2,"CDress: I'm good at my job,[p/] but I'm worried I'm going to slip up one day and let him get seriously hurt.",
line:0193943,CelesteInvest_2,ADress: I am sorry about that.[p/] I wish I could do more to help you with that.,
line:073a13b,CelesteInvest_2,CDress: It's fine.[p/] It's my responsibility to protect him.,
line:046dda8,CelesteInvest_2,ADress: Have you ever told him how worried you've been?,
line:02b92f7,CelesteInvest_2,"CDress: ...I don't want to stop him from doing what he's doing,[p/] and I don't think he'd even listen if I did.",
line:05e11c8,CelesteInvest_2,CDress: That's what makes him who he is.,
line:02da466,CelesteInvest_2,"CDress: He's helping a lot of people.[p/] He inspires them, too.",
line:0067b6f,CelesteInvest_2,"CDress: He's amazing,[p/] and courageous,[p/] and caring,[p/] and sweet,[p/] and—",
line:079c7ec,CelesteInvest_2a,ADress: ...Celeste?,
line:0d429b5,CelesteInvest_2a,CDress: N-[p/][s/]No... I—,
line:060c3b3,CelesteInvest_2a,CDress: ...,
line:0faf77b,CelesteInvest_2a,CDress: ...I don't know.[p/] Things have been really weird since Aurinax.,
line:051afb6,CelesteInvest_2a,ADress: I've been meaning to ask about that.[p/] Did something happen during Dracogen's trial?,
line:011ea85,CelesteInvest_2a,CDress: O-[p/][s/]Oh...[p/] Uh...,
line:046f619,CelesteInvest_2a,CDress: ...,
line:01f61d4,CelesteInvest_2a,CDress: ...We kind of slept together.,
line:0b26ec3,CelesteInvest_2a,ADress: Before marriage?!,
line:0824d05,CelesteInvest_2a,CDress: N-[p/][s/]No![p/][s/] Not like [i]that[/i]!,
line:0a54462,CelesteInvest_2a,CDress: We just slept in the same bed...[p/] and held hands.,
line:0f585b9,CelesteInvest_2a,ADress: Before [i]marriage[/i]?!,
line:074f19c,CelesteInvest_2a,CDress: I—[p/][p/] ...What?,
line:04abe03,CelesteInvest_2a,"ADress: I-[p/][s/]I suppose everyone has different levels of...[p/] libido,[p/] but you shouldn't be so reckless.",
line:0b11514,CelesteInvest_2a,"CDress: ...Aria,[p/] I'm not going to get pregnant from holding Tyrion's hand.",
line:0a5b823,CelesteInvest_2a,"ADress: Even so,[p/] I'm not sure what kind of woman you think I am.",
line:0a16af3,CelesteInvest_2a,ADress: I do not wish to indulge you in your lecherous tales of illicit hand-holding.,
line:00fd835,CelesteInvest_2a,"CDress: Oh, like [i]you've[/i] never wanted to hold Aster's hand or anything like that?",
line:0fa5e4f,CelesteInvest_2a,ADress: I would [i]never[/i]![p/][s/] I only have the utmost respect for him!,
line:07db1d3,CelesteInvest_2a,CDress: Come on![p/][s/] I was [i]there[/i] at the Refinery![p/][s/] It's obvious you like him like that.,
line:0a066ad,CelesteInvest_2b,ADress: Please.[p/] You're grossly exaggerating things.,
line:0f08276,CelesteInvest_2b,CDress: ...,
line:0675f80,CelesteInvest_2b,CDress: ...And what if I told you he was standing right behind you?,
line:01d1307,CelesteInvest_2b,ADress: Do you honestly think I'd fall for such an obvious lie?,
line:0f4c0c1,CelesteInvest_2b,Aster: What are you falling for?,
line:0751263,CelesteInvest_2b,ADress: A-[p/][s/]Ah?!,
line:06c456f,CelesteInvest_2b,Aria's entire body whipped around to face her fiancé.[p/] She almost tripped as she stumbled backwards.,
line:033651e,CelesteInvest_2b,"Her voice started to break into a soft, high-pitched whimper.",
line:021fe6f,CelesteInvest_2b,ADress: Y-[p/][s/]Y-[p/][s/]Y-[p/][s/]Your highness?!,
line:0de87b1,CelesteInvest_2b,Celeste noticed how Aria's eyes were frequently darting between the Crown Prince's face and his hand.,
line:0614242,CelesteInvest_2b,"Alaric: Oh.[p/] Hello, Lady Steelwind.",
line:063cf47,CelesteInvest_2b,Knight: Your Highness![p/] Please don't run ahead like that.,
line:07aa6d4,CelesteInvest_2b,"After my otherworldly encounter,[p/] I decided to head back to the ballroom and wait for Celeste.",
line:04d9a58,CelesteInvest_2b,"I was able to find a seat somewhere,[p/] and it gave me a chance to think over what had happened.",
line:05f8aa2,CelesteInvest_2b,I'd solved some sort of riddle—[p/]it mentioned illumination and shadows.,
line:064e9a1,CelesteInvest_2b,"Horus was also the God of Light,[p/] and those earrings were of Luminian origin.",
line:08ae3cf,CelesteInvest_2b,"Did my Eye of Horus react to them?[p/] Lord Haroldson had probably owned those earrings for years,[p/] yet he didn't see anything.",
line:0ff742b,CelesteInvest_2c,"And then there was this—[p/] Actually,[p/] I had no idea [i]what[/i] this ""Divine Edict"" was.",
line:074c926,CelesteInvest_2c,Was it a prayer?[p/] A riddle?[p/] An ability?,
line:099e6c5,CelesteInvest_2c,"""A divine invocation to manifest any covenant written in blood and spirit""...",
line:049730f,CelesteInvest_2c,What did that even mean?[p/] It just sounded like some flowery nonsense the Church of Bahamut would say.,
line:0ab3239,CelesteInvest_2c,"If it was some kind of spell,[p/] it was nothing like the Arcane spells I'd seen in Compendiums.",
line:062c2a0,CelesteInvest_2c,The descriptions of [i]those[/i] spells were far more straightforward.,
line:0c6ef66,CelesteInvest_2c,"...Ugh.[p/] It just felt like the more I learned about myself,[p/] the more questions I found.",
line:076bb22,CelesteInvest_2c,...,
line:002daf0,CelesteInvest_2c,"...Scaled Lord,[p/] how long had I been staring at that girl?",
line:096324e,CelesteInvest_2c,"My eyes just locked onto the first thing across the room,[p/] but it was clear she noticed me looking at her.",
line:0fa9447,CelesteInvest_2c,"I quickly looked away,[p/] but as I glanced back,[p/] she tried to flash me a friendly smile.",
line:068242e,CelesteInvest_2c,"She didn't look offended,[p/] which was a relief.[p/]",
line:0cde917,CelesteInvest_2c,I'd imagine any other noblewoman would use this as an excuse to have me thrown out.,
line:0a572b4,CelesteInvest_2c,...,
line:01bbac2,CelesteInvest_2c,"...Actually,[p/] she seemed to be the only person in the room who wasn't disgusted by my presence.",
line:063b379,CelesteInvest_2c,Maybe Celeste was right.[p/],
line:0aff293,CelesteInvest_2c,"I needed to learn to approach new people,[p/] and fate was giving me an opportunity.",
line:06614c2,CelesteInvest_2c,"As I walked across the room,[p/] several nobles gave me the side-eye.",
line:0894576,CelesteInvest_2c,"She was surrounded by several attendants,[p/] who moved to stop me from approaching her.",
line:06cca35,CelesteInvest_2c,"However,[p/] she waved her hand to dismiss them.[p/] That was a good sign.",
line:043b0ac,CelesteInvest_2c,"Her attendants seemed to disapprove,[p/] but they didn't raise any objections and left quietly.",
line:00636ba,CelesteInvest_2d,"On a closer look,[p/] she seemed to be a noble of some renown,[p/] but she seemed to exhibit a modesty that most aristocrats lacked.",
line:0dc9d52,CelesteInvest_2d,"She was actually quite beautiful,[p/] not as beautiful as Celeste,[p/] but—",
line:0a5a516,CelesteInvest_2d,"...Ugh,[p/] what was I thinking?",
line:01390fa,CelesteInvest_2d,I shouldn't be objectifying them like that.,
line:0fd6364,CelesteInvest_2d,I needed to keep my thoughts clearer.[p/] I couldn't just—,
line:0d3e712,CelesteInvest_2d,...,
line:0210ac2,CelesteInvest_2d,"I realized I was just standing in front of her,[p/] silently having this conversation with myself.",
line:041751a,CelesteInvest_2d,She looked confused.[p/] I needed to say something.[p/] Uh...[p/] How [i]did[/i] normal people talk?,
line:07adee4,CelesteInvest_2d,"Should I say a formal greeting,[p/] or would that just come off as pretentious?",
line:0275743,CelesteInvest_2d,"Maybe I should say something more casual,[p/] like Celeste would.",
line:0eb3361,CelesteInvest_2d,I could make some kind of observation to connect with her somehow.,
line:04c2b73,CelesteInvest_2d,"Agh![p/][s/] Come on, Tyrion![p/][s/] Just say something!",
line:01ad454,CelesteInvest_2d,"Tyrion: Hey, my fellow blonde.[p/][s/] What's—[p/] What's going on?",
line:0a1f6c8,CelesteInvest_2d,...,
line:09b0f0e,CelesteInvest_2d,...This memory would haunt me for the rest of my life.,
line:0607789,CelesteInvest_2d,Laefe: Um...[p/] Hello.,
line:0343ec3,CelesteInvest_2d,I cleared my throat.,
line:0f53473,CelesteInvest_2d,"Tyrion: ...I-[p/][s/]I'm sorry if I was staring...[p/] I was just...[p/] daydreaming, I guess.",
line:08dbfd6,CelesteInvest_2d,"Laefe: Oh,[p/] that's okay.",
line:0a0701a,CelesteInvest_2d,Tyrion: I wasn't staring at you.,
line:0a657e4,CelesteInvest_2d,"Tyrion: Er—[p/][s/] That's not to say,[p/][s/] that I [i]wouldn't[/i] intentionally stare at you!",
line:0f1e5d0,CelesteInvest_2d,Laefe: Um...,
line:0dee014,CelesteInvest_2d,"Tyrion, what the hell are you saying?![p/][s/] She's going to think you're a psychopath!",
line:071b127,CelesteInvest_2d,Recalibrate![p/][s/] Change the subject!,
line:0cb40ef,CelesteInvest_2d,Social interactions occurred for the sake of engaging individuals in activities!,
line:0541558,CelesteInvest_2d,What activity would someone do at the Lords' Ball?!,
line:03914fd,CelesteInvest_2d,Tyrion: ...Would you like to dance?,
line:0458780,CelesteInvest_2d,Tyrion![p/][s/] You don't know how to dance!,
line:0001bcd,CelesteInvest_2d,Laefe: ...Okay.,
line:0cab441,CelesteInvest_3,"CDress: Hey, Aster.[p/] What do you think of Aria's dress?",
line:0e78596,CelesteInvest_3,"Aster: It suits you quite well, Aria.[p/] You look lovely.",
line:0d6452b,CelesteInvest_3,ADress: [i]*squeak*[/i],
line:0f81f6b,CelesteInvest_3,Alaric: ...Gross.,
line:0473322,CelesteInvest_3,"Aster: But I must say, Ms. McCoy.[p/] I'm surprised to see you here.",
line:0f93d70,CelesteInvest_3,Aster: How did you get an invite to the Lords' Ball?,
line:0982bd3,CelesteInvest_3,CDress: I'm just tagging along for one of Ruby's jobs.,
line:0f441ae,CelesteInvest_3,"Aster: Ah,[p/] that explains why Mr. Cuthbert is here as well.",
line:035e214,CelesteInvest_3,"CDress: Oh,[p/] Tyrion's back?[p/] Where is he?",
line:0adced5,CelesteInvest_3,Her eyes scanned the ballroom until she found Tyrion...,
line:08edb8e,CelesteInvest_3,CDress: ...,
line:0a5e4a3,CelesteInvest_3,CDress: ...Who the hell is that?,
line:0354608,CelesteInvest_3,"Aster: Oh,[p/] I believe that's Lady Frega.",
line:087fc0b,CelesteInvest_3,Aster: That's strange.[p/] She usually rebukes most men who approach her.,
line:06edb0b,CelesteInvest_3,"CDress: Oh, she does, does she?",
line:00f60e5,CelesteInvest_3,CDress: I guess Tyrion's special for some reason.,
line:01bf8bb,CelesteInvest_3,CDress: ...He never told me he could dance.,
line:0b314c3,CelesteInvest_3,They were stumbling along the dance floor.,
line:0037bec,CelesteInvest_3,The Crown Prince watched as Tyrion stepped on Lady Frega's toes several times.,
line:080abb3,CelesteInvest_3,Aster: ...I don't think he actually can.,
line:0033bf0,CelesteInvest_3,CDress: What would a Frega want with Tyrion?,
line:07bb3cf,CelesteInvest_3,CDress: She's up to something...,
line:070e04e,CelesteInvest_3,"CDress: Aria,[p/] what do you know about her?",
line:0fb85a0,CelesteInvest_3,ADress: Hraaaaaaaaah...,
line:0cc5a1b,CelesteInvest_3,Aria was still staring blankly at the Crown Prince.,
line:09d58c7,CelesteInvest_3,"It looked like she was running through several calculations in her head,[p/] but failing to arrive at anything.",
line:01450e9,CelesteInvest_3,CDress: Ugh...,
line:0fdbd3e,CelesteInvest_3a,Another misstep caused me to step on her foot.,
line:033f3ef,CelesteInvest_3a,Tyrion: I am [i]so[/i] sorry.[p/] I don't do this a lot.,
line:048500b,CelesteInvest_3a,...Or at all.,
line:0a94e0c,CelesteInvest_3a,"Laefe: I-[p/][s/]It's okay![p/][s/] At least,[p/] you're—",
line:09ad215,CelesteInvest_3a,She winced in pain as I accidentally kicked her foot again.,
line:0db8342,CelesteInvest_3a,It felt like I was slowly chipping away at that considerate smile on her face.,
line:041594c,CelesteInvest_3a,Laefe: Perhaps you should follow [i]my[/i] lead.,
line:0b02aa3,CelesteInvest_3a,"I carefully looked downwards,[p/] watching to make sure I didn't accidentally parry her foot with mine.",
line:03fd1ad,CelesteInvest_3a,It honestly made it easier.[p/] Looking at her face presented its own distraction.,
line:014ee36,CelesteInvest_3a,"Tyrion: ...I'm Tyrion, by the way.",
line:0540c07,CelesteInvest_3a,"Laefe: Yes,[p/] I'm aware.[p/] You've been in the paper a lot recently.",
line:0d3a131,CelesteInvest_3a,Tyrion: Oh...,
line:0a8b957,CelesteInvest_3a,Laefe: I'm Laefe...[p/] of House Frega.,
line:002e33a,CelesteInvest_3a,Tyrion: ...Oh!,
line:06c35da,CelesteInvest_3a,"Of all the people I could have approached,[p/] I chose someone from one of the Four Pillars Families...",
line:0fe5caf,CelesteInvest_3a,...But she didn't seem too bothered.[p/] Why would she agree to dance with me if she knew who I was?,
line:047659e,CelesteInvest_3a,Laefe: ...I'm sorry for not bringing it up sooner.,
line:0fee448,CelesteInvest_3a,Laefe: I can imagine you wouldn't want to associate with someone like me.,
line:0fa8b76,CelesteInvest_3a,Tyrion: N-[p/][s/]No![p/][s/] It's just that—,
line:07111dc,CelesteInvest_3a,Tyrion: I had a run-in with your sister a few months ago.,
line:069e9c4,CelesteInvest_3a,Tyrion: I don't think she cares for me that much.,
line:0700509,CelesteInvest_3a,Laefe: ...Then it sounds like we have something in common.,
line:0625041,CelesteInvest_3a,Laefe: I—,
line:0af4834,CelesteInvest_3b,"Before she could finish that thought,[p/] she suddenly froze.",
line:0a10094,CelesteInvest_3b,I almost tripped as I avoided stepping on her foot again.,
line:0359910,CelesteInvest_3b,She was staring wide-eyed at something behind me.,
line:0c4dbcc,CelesteInvest_3b,"Her breathing was quickening,[p/] and her hand began to squeeze my shoulder.",
line:0fcdfdd,CelesteInvest_3b,I turned to look and saw Beatrice storming through the ballroom.,
line:04f0071,CelesteInvest_3b,Laefe: Is that—?!,
line:076a548,CelesteInvest_3b,Laefe: I-[p/][s/]I'm terribly sorry![p/][s/] I have to go!,
line:0dabf8b,CelesteInvest_3b,"Without another word,[p/] she quickly left,[p/] hurrying after Beatrice.",
line:02bc550,CelesteInvest_3b,Did the two of them know each other?,
line:0a9da5a,CelesteInvest_3b,"CDress: ...Ah,[p/] did you get snubbed?",
line:0e4ec87,CelesteInvest_3b,"Tyrion: Oh, thank the Scaled Lord—[p/]someone I actually know.",
line:09a6e95,CelesteInvest_3b,CDress: ...So?[p/][s/] Who was that?,
line:0c04dbf,CelesteInvest_3b,"She wore her usual approachable smile,[p/] but I could've sworn something about her tone was louder than usual.",
line:0ed9209,CelesteInvest_3b,Tyrion: I was...[p/] trying to talk to people.[p/] Isn't that what you told me to do?,
line:00480c8,CelesteInvest_3b,"CDress: Yeah,[p/] but I didn't mean that you should shoot your shot with a Frega.",
line:0f40978,CelesteInvest_3b,CDress: You're going to tell me how you pulled [i]that[/i] off.,
line:0ca6161,CelesteInvest_3b,Tyrion: ...Do I have to?,
line:0f3ecbb,CelesteInvest_3b,CDress: Yes.,
line:0d7d168,CelesteInvest_3b,CDress: Sit down.[p/] I snuck you some bread rolls from the buffet.,
line:02f095e,CelesteInvest_3b,"Tyrion: Oh,[p/][s/] have you tried them?![p/][s/] They're amazing!",
line:0fa72af,CelesteInvest_3b,"CDress: Yeah,[p/] yeah...",
line:0c7ecb4,CelesteInvest_4,Aster: It really [i]is[/i] you!,
line:0df7392,CelesteInvest_4,"Aster: Where have you been all this time, Beatrice?![p/][s/] We've been so worried about you!",
line:05ac295,CelesteInvest_4,Beatrice: ...Really?,
line:07dc879,CelesteInvest_4,ADress: I-[p/][s/]It appears you two have much to talk about.[p/] I'll be taking my leave.,
line:0970615,CelesteInvest_4,Beatrice: ...,
line:07d5720,CelesteInvest_4,"Beatrice: I've known for a while,[p/] but I still can't believe it...",
line:0297aaf,CelesteInvest_4,"Beatrice: You're [i]actually[/i] marrying her, aren't you?",
line:0fca158,CelesteInvest_4,Aster: ...You didn't leave me much choice.,
line:0d1cea4,CelesteInvest_4,"Aster: As the future king of Wyverngarde,[p/] I have responsibilities.",
line:02c46eb,CelesteInvest_4,Aster: ...I doubt [i]you[/i] would know anything about that.,
line:0aa6724,CelesteInvest_4,"Beatrice: Hmph...[p/] When did [i]you[/i] suddenly start caring so much about ""responsibility""?",
line:08db834,CelesteInvest_4,Aster: I've always done what I had to for the people of Wyverngarde.,
line:0d1a3ad,CelesteInvest_4,Beatrice: [i]*sigh*[/i][p/] ...I barely even recognize you anymore.,
line:09907d6,CelesteInvest_4,"Aster: I'd certainly hope so,[p/] considering what I was like back then.",
line:0084d78,CelesteInvest_4,"Beatrice: I've always done what was necessary to stay in control,[p/] but what you're doing to Aria...[p/] It's—",
line:0653904,CelesteInvest_4,"Aster: I know,[p/] but she's willing to put aside her disdain of me for the sake of Wyverngarde.",
line:016a775,CelesteInvest_4,Beatrice: ...,
line:044796f,CelesteInvest_4,"Beatrice: Nine hells,[p/] do you seriously still not—?",
line:0612a31,CelesteInvest_4,Beatrice: ...Never mind.[p/] It seems that you're just as much of an oaf as you were before.,
line:0c92c64,CelesteInvest_4,Aster: And your words still have such a unique way of cutting into me like a knife.,
line:03a2eab,CelesteInvest_4,Aster: I oddly missed that.,
line:02846b6,CelesteInvest_4,Beatrice just scoffed at that.,
line:029c6d6,CelesteInvest_5,"CDress: Oh my god,[p/] please say it again.",
line:0c3ccd0,CelesteInvest_5,Tyrion: ...I really don't want to.,
line:06874a4,CelesteInvest_5,CDress: Come on![p/][s/] The look on your face gets better each time.,
line:0abe81b,CelesteInvest_5,Tyrion: [i]*sigh*[/i],
line:010caa6,CelesteInvest_5,"Tyrion: ...Hey, my fellow blonde.[p/] What's going on?",
line:042e4d6,CelesteInvest_5,Celeste just started snickering to herself again.,
line:00adacf,CelesteInvest_5,"She started slamming her fist on the table,[p/] drawing some looks from the aristocrats nearby.",
line:0302a15,CelesteInvest_5,CDress: I can't believe it.,
line:07d2520,CelesteInvest_5,CDress: I guess any line will work when it comes from you.,
line:092185c,CelesteInvest_5,Tyrion: I'm just glad it's over...[p/] I looked like an idiot out there.,
line:040fbaa,CelesteInvest_5,"CDress: Hey,[p/] it's not over yet.[p/] You owe me a dance.",
line:067dd91,CelesteInvest_5,Tyrion: ...What?,
line:0e75b7f,CelesteInvest_5,CDress: Don't be like that.[p/] How often do we get to go to a party like this?,
line:0c18d02,CelesteInvest_5,Tyrion: I—,
line:0dad67b,CelesteInvest_5,"Before I had a chance to object,[p/] she grabbed my hand and started dragging me to the middle of the dance floor.",
line:0471353,CelesteInvest_6,Tyrion: C-[p/][s/]Celeste![p/][s/] People are staring at us...,
line:065d9c8,CelesteInvest_6,CDress: Who cares?[p/] They're nobles.,
line:0d1a951,CelesteInvest_6,CDress: They're going to hate us no matter what we do.,
line:04d2a98,CelesteInvest_6,She took hold of my other hand and pulled me into a waltz.,
line:0de1e32,CelesteInvest_6,"Tyrion: Celeste,[p/] I have no idea what I'm doing.",
line:059f6ac,CelesteInvest_6,CDress: It's easy.[p/] Just stop being so awkward about it.,
line:07d936f,CelesteInvest_6,That was easy for her to say...,
line:03a8562,CelesteInvest_6,"Tyrion: Alright,[p/] can you at least tell me what to do?",
line:00cb661,CelesteInvest_6,"CDress: Well, first...",
line:0eeaa11,CelesteInvest_6,CDress: You need to be closer to me.,
line:0548a32,CelesteInvest_6,"With one swift motion,[p/] she pulled my body closer to hers.",
line:0fc3350,CelesteInvest_6,Tyrion: ...!,
line:08ed074,CelesteInvest_6,Tyrion: I-[p/][s/]I don't remember being this close when I was dancing with Laefe.,
line:0b3b9ec,CelesteInvest_6,"CDress: Yeah?[p/] Well,[p/] I'm not Laefe.",
line:0af734c,CelesteInvest_6,CDress: Watch where I'm going and follow my lead.,
line:076a737,CelesteInvest_6,Tyrion: Y-[p/][s/]You seem to know a lot about these things.,
line:065dcf9,CelesteInvest_6,CDress: I had to do a lot of networking when I was a mercenary.,
line:0c04404,CelesteInvest_6,CDress: Do you know how many times I had to charm a merchant into hiring me?,
line:09fa5fd,CelesteInvest_6,Tyrion: I-[p/][s/]I see.,
line:0b5acbb,CelesteInvest_7,I carefully watched the movements of her feet and tried to match them.,
line:096f5c5,CelesteInvest_7,"After a while,[p/] we both fell into a gentle rhythm.",
line:01553d4,CelesteInvest_7,"I accidentally stepped on her foot,[p/] but she didn't seem to react at all.",
line:0eb1df9,CelesteInvest_7,"Was she being polite,[p/] or did she genuinely not feel any pain?",
line:06c8c79,CelesteInvest_7,"CDress: ...You're getting it,[p/] but don't focus so much on where your feet are.",
line:0e695d9,CelesteInvest_7,CDress: Just look at me.,
line:0f1c689,CelesteInvest_7,Tyrion: W-[p/][s/]What?,
line:0a1a48f,CelesteInvest_7,"CDress: Come on, look up.",
line:0af21cb,CelesteInvest_7,"I finally looked up at her,[p/] and she smiled back at me.",
line:0184ec8,CelesteInvest_7,"It was embarrassing being this close,[p/] but every time I avoided her eyes,[p/] I found myself being drawn back into them.",
line:04cbc89,CelesteInvest_7,"CDress: Ah, [i]there[/i] he is![p/] The [i]infamous[/i] Tyrion Cuthbert.",
line:069c61c,CelesteInvest_7,"CDress: He never turns away from challenging a noble,[p/] but he can't dance a step to save his life.",
line:0b1ac57,CelesteInvest_7,I was starting to become lightheaded for some reason.,
line:046c075,CelesteInvest_7,Was I sweating too much?[p/][s/] I really hoped it wasn't visible.,
line:08a6289,CelesteInvest_7,"Every part of my body was tense,[p/] but I didn't want to break away from her.",
line:0cf9421,CelesteInvest_7,There was a comforting warmth behind all this.[p/] Things were always different with her.,
line:0de9fa6,CelesteInvest_8,I let myself relax a bit more and continued matching her movements.,
line:08f80df,CelesteInvest_8,CDress: See?[p/] There you go.,
line:07c01cc,CelesteInvest_8,CDress: But...,
line:05c1078,CelesteInvest_8,Tyrion: ...What is it?,
line:0ce500a,CelesteInvest_8,"CDress: You know the man is supposed to lead, right?",
line:0ac3367,CelesteInvest_8,Tyrion: ...Maybe I don't subscribe to gender stereotypes.,
line:089476d,CelesteInvest_8,CDress: [i]Or[/i] maybe you just suck at this.,
line:05bbe43,CelesteInvest_8,...I'd forgotten what it was like to let go like this.,
line:0bd3e09,CelesteInvest_8,"It always felt like there was something to prepare for—[p/]a client that needed saving,[p/] a killer that needed catching.",
line:0bc4074,CelesteInvest_8,I'd been so caught up in trying to learn more about the Eye of Horus that I was ignoring other thoughts I'd been having.,
line:046b186,CelesteInvest_8,Tyrion: ...,
line:07c0a5a,CelesteInvest_8,I took a deep breath.,
line:07c7029,CelesteInvest_8,Tyrion: Can we talk about what happened in Aurinax...?,
line:0cdb1d4,CelesteInvest_8,CDress: Oh...,
line:01b7125,CelesteInvest_8,I felt her arm tense around my shoulder.,
line:0db1eb1,CelesteInvest_8,"Tyrion: ...It was weird, wasn't it?[p/] Us sleeping together?",
line:0a7998c,CelesteInvest_8,"Tyrion: Or—[p/][s/]I mean—[p/][s/] I know we didn't ""sleep"" together,[p/][s/] but—",
line:047b582,CelesteInvest_8a,I was nailing this.[p/] I was absolutely nailing this.,
line:00be046,CelesteInvest_8a,CDress: N-[p/][s/]No...[p/] I get it...[p/] It wasn't exactly professional.,
line:043e0b5,CelesteInvest_8a,Tyrion: Yes![p/][s/] [i]Exactly[/i]![p/][s/] It was very unprofessional of me.,
line:031bf7f,CelesteInvest_8a,"Tyrion: Even if it was an accident,[p/] I'm worried that I overstepped my boundaries as your employer.",
line:07abbce,CelesteInvest_8a,"CDress: Well,[p/] [i]Ruby's[/i] my employer.[p/] You're different.",
line:0651cd8,CelesteInvest_8a,Tyrion: Different...?[p/] How?,
line:06694be,CelesteInvest_8a,CDress: O-[p/][s/]Oh...[p/][s/] Uh...,
line:0ec57a9,CelesteInvest_8a,She seemed to think about it for a moment before she sighed to herself.,
line:0b8521d,CelesteInvest_8a,CDress: ...I guess you're the only person who doesn't treat me like a monster.,
line:0ce71a4,CelesteInvest_8a,Tyrion: ...Because you're a mage?,
line:022369a,CelesteInvest_8a,"CDress: Come on, Tyrion...[p/] You've seen me fight.",
line:0bff9d7,CelesteInvest_8a,"CDress: I know you're just being polite about it,[p/] but it's off-putting, right?",
line:084e3f5,CelesteInvest_8a,Tyrion: It really isn't.[p/] What are you talking about?,
line:0a2dddb,CelesteInvest_8a,CDress: Really?[p/] It doesn't freak you out whenever I beat up a crowd of thugs in an alleyway?,
line:0b572da,CelesteInvest_8a,CDress: Or how about last night when I ragdolled that thief trying to break into your house?,
line:0046dea,CelesteInvest_8a,Tyrion: ...I was honestly more impressed by that than anything else.,
line:0e425cb,CelesteInvest_8a,CDress: Stop being nice about it!,
