id,node,text,translation
line:0b4484a,Examine_Balcony1,Tyrion: This balcony provides a perfect view of Lake Galakrond.,
line:092f0d2,Examine_Balcony1,Tyrion: A lot of people probably come here when the Grand Cathedral is open to the public.,
line:0223823,Examine_Balcony1,Player: Back,
line:06173af,Talk_Balcony1,Player: What did you see?,
line:0b7bd02,Talk_Balcony1,Tyrion: We heard that you saw the prosecutor acting strangely here.,
line:09586a3,Talk_Balcony1,Tyrion: Could you tell us more about what you saw?[p/] Did it look like she was afflicted with Mageblight?,
line:0a8411d,Talk_Balcony1,Theon: I wouldn't go [i]that[/i] far.[p/] But she was certainly acting strangely.,
line:0aeedaa,Talk_Balcony1,Tyrion: How did you come across her?,
line:05a02ed,Talk_Balcony1,"Theon: Well, I was on my way to the Prayer Room.[p/] I always recite prayers from the draconic texts around that time.",
line:0a79897,Talk_Balcony1,...[i]He[/i] was heading to the Prayer Room?,
line:0776f0f,Talk_Balcony1,"Theon: When I saw her,[p/] I first thought she was just enjoying the view of the lake.",
line:06c1154,Talk_Balcony1,"Theon: I was about to greet her,[p/] but when I approached her,[p/] I saw that she was [i]pushing[/i] something off the edge of the balcony.",
line:0a07933,Talk_Balcony1,Tyrion: You must have seen her dumping Sibyl's body...,
line:0af802e,Talk_Balcony1,Theon: You're [i]probably[/i] correct...,
line:041098e,Talk_Balcony1,Theon: I came to the same conclusion after they found that poor woman's body below us.,
line:0f97475,Talk_Balcony1,Theon: But it feels wrong somehow...,
line:0ebd4df,Talk_Balcony1,Tyrion: What is it?,
line:0706e14,Talk_Balcony1,Theon: ...I only saw it for a second.,
line:076e23f,Talk_Balcony1,Theon: Lady Sibyl was wearing much brighter colors this morning.,
line:0259d5e,Talk_Balcony1,"Theon: Whatever Lady Steelwind threw into the lake,[p/] it looked much darker.",
line:0593048,Talk_Balcony1,Tyrion: What does [i]that[/i] mean?,
line:014305d,Talk_Balcony1,Theon: I'm sorry.[p/] I can't really explain it.,
line:0696e71,Talk_Balcony1,"Theon: Perhaps I was just seeing things.[p/] My eyes aren't as good as they used to be, after all.",
line:0967bf2,Talk_Balcony1,Theon: It could have just been a trick of the light.,
line:08e1e1e,Talk_Balcony1,Player: The Prayer Room,
line:000e6f9,Talk_Balcony1,"Tyrion: Wait...[p/] If you saw Aria dumping Lady Sibyl's body,[p/] she must have [i]just[/i] murdered her.",
line:09d830b,Talk_Balcony1,Tyrion: That means you must have been heading to where [i]we[/i] were at that time.,
line:0949b5c,Talk_Balcony1,Theon: Oh?[p/] Were you praying there with Lord Pierce?,
line:07675e7,Talk_Balcony1,Tyrion: ...Not exactly.,
line:0f8322e,Talk_Balcony1,Theon: What?[p/] That's not what the guards told me.,
line:009edc8,Talk_Balcony1,Tyrion: The guards?[p/] Do you mean the ones standing watch outside the Prayer Room?,
line:06c5b5b,Talk_Balcony1,Theon: Yes.[p/] They told me that Pierce was praying with some acquaintances of his.,
line:044d298,Talk_Balcony1,Theon: They said the same thing to Lady Steelwind as well.,
line:0467fa0,Talk_Balcony1,"Tyrion: Wait,[p/][s/] [i]Steelwind[/i] was there too?!",
line:0f6fa55,Talk_Balcony1,Theon: Yes...[p/] She appeared to be waiting for something.,
line:03a2ed6,Talk_Balcony1,"Theon: I didn't want to disturb them,[p/] so I went back to my quarters to pray there.",
line:000c82c,Talk_Balcony1,The High Speaker didn't see her fighting Celeste.,
line:0e6aca4,Talk_Balcony1,"She must have started her attack [i]after[/i] he left,[p/] but why would she bother waiting?",
line:034e27c,Talk_Balcony1,"Tyrion: Either way,[p/] we can't exactly question those guards.",
line:06fc89d,Talk_Balcony1,Celeste: Yeah...[p/] They're still comatose after the attack.,
line:0b06e48,Talk_Balcony1,Player: Why didn't you hear anything?,
line:0b1c393,Talk_Balcony1,"Tyrion: ...Actually,[p/] the High Speaker's Quarters aren't that far away from the Prayer Room.",
line:0c3f565,Talk_Balcony1,Tyrion: Didn't you hear the fight between Steelwind and my bodyguard?,
line:0157668,Talk_Balcony1,Theon: Ah...[p/] It must have been because of the magical wards in my room.,
line:09fb09b,Talk_Balcony1,Tyrion: Magical wards?[p/] Are they there for security reasons?,
line:0de4906,Talk_Balcony1,Theon: Not exactly.,
line:098fdd6,Talk_Balcony1,Theon: I actually suffer from chronic insomnia.[p/] Even the smallest sound will wake me up at night.,
line:08f34ae,Talk_Balcony1,"Theon: Years ago,[p/] I had some mages enchant the walls so sound couldn't travel through them.",
line:0f1ad0a,Talk_Balcony1,Theon: I can't hear anything from outside the room once I shut my door.,
line:00208e4,Talk_Balcony1,"...That did sound [i]awfully[/i] convenient,[p/] but I doubted that he'd lie about something so easily verified.",
line:0644430,Talk_Balcony1,Player: BACK,
line:0d794d4,Present_Balcony1,Player: Runestone,
line:0d5db39,Present_Balcony1,Theon: A Runestone?,
line:03f7dab,Present_Balcony1,Tyrion: It's my Attorney's Runestone.,
line:09fafaa,Present_Balcony1,"Theon: Ah,[p/] I recall the Duke of Commerce telling me about this device.",
line:0a017ec,Present_Balcony1,Theon: Artificery is yet another gift granted to us by the Scaled Lord.,
line:0298260,Present_Balcony1,Tyrion: But they only draw power from ley lines.[p/] It has nothing to do with Rathallion.,
line:08bbc31,Present_Balcony1,Theon: ...All arcane magic is derived from the ancient dragons.,
line:0d35591,Present_Balcony1,Theon: To say otherwise is sacrilege.,
line:0b6d608,Present_Balcony1,Player: Tyrion,
line:0f80398,Present_Balcony1,"Tyrion: So you [i]have[/i] heard of me, High Speaker.",
line:013a5c0,Present_Balcony1,"Theon: ...I have. [h=""He's not|what I was expecting...""/]",
line:03877c3,Present_Balcony1,Tyrion: You shouldn't believe every story you hear from the aristocracy.,
line:061d0be,Present_Balcony1,Theon: ...I-[p/][s/]I don't know what you mean.,
line:09daace,Present_Balcony1,Player: Aria|Archeus's Encounter,
line:00b13b3,Present_Balcony1,Theon: I can't believe Lady Steelwind would do something like this...,
line:0273ebb,Present_Balcony1,Theon: ...But I can't really doubt what I saw with my own eyes.,
line:059f993,Present_Balcony1,Theon: Why was she acting so strangely?,
line:0b885d9,Present_Balcony1,Tyrion: ...There's more to this than we're all seeing.,
line:006dab8,Present_Balcony1,Tyrion: And I'm going to get to the bottom of it.,
line:0f8ac48,Present_Balcony1,"Theon: For her sake,[p/] I hope you're right.",
line:005283b,Present_Balcony1,Player: Garrick|Autopsy Report: Garrick Pierce,
line:03b8b97,Present_Balcony1,Tyrion: Did you know Lord Pierce?[p/] He was one of the victims.,
line:00719a1,Present_Balcony1,Theon: I didn't know him well.,
line:0752f15,Present_Balcony1,"Theon: Not to insult House Pierce,[p/] but he wasn't a noble of high standing.",
line:0a76cb5,Present_Balcony1,Theon: I never had many opportunities to speak with him.,
line:0503af8,Present_Balcony1,Player: Coraline|Autopsy Report: Coraline Sibyl,
line:053f808,Present_Balcony1,Tyrion: Did you know Coraline Sibyl?[p/] She was the head of one of the Four Pillar Families.,
line:0f6cb57,Present_Balcony1,Theon: I did...[p/] It's quite unfortunate what happened to her.,
line:0afd517,Present_Balcony1,"Theon: Of the four families,[p/] I felt that House Sibyl was the one most loyal to the Church.",
line:067e922,Present_Balcony1,...For better or for worse.,
line:00e4e5d,Present_Balcony1,Player: Lloyd|Autopsy Report: Lloyd von Sanctus,
line:0a2ee52,Present_Balcony1,Tyrion: Did you know Lloyd von Sanctus? He was the head of House von Sanctus.,
line:0746d03,Present_Balcony1,Theon: Yes. I knew him well.,
line:093edfe,Present_Balcony1,Theon: We often worked together in matters of enterprise.,
line:03258f3,Present_Balcony1,Tyrion: ...Why would the [i]Church[/i] need to discuss matters of enterprise?,
line:0968021,Present_Balcony1,Theon: ...Perhaps I've already said too much.,
line:00554ed,Present_Balcony1,Player: Marriage Meeting,
line:0a6cff5,Present_Balcony1,Theon: I [i]do[/i] hope the allegations against Ms. Steelwind are false.,
line:056e268,Present_Balcony1,Theon: She and His Majesty looked so happy this morning.,
line:010ac75,Present_Balcony1,Celeste: ...Right.[p/] The King of Wyverngarde can't exactly marry a serial murderer.,
line:0750bfb,Present_Balcony1,"She was the most resilient person I knew,[p/] but the possibility of losing her engagement with Aster probably weighed heavily in her mind.",
line:0135712,Present_Balcony1,Player: Debris Near the Balcony,
line:07e0c74,Present_Balcony1,Tyrion: Do you know where this debris came from?,
line:077c505,Present_Balcony1,Theon: I have no idea.,
line:09cc888,Present_Balcony1,"Theon: The groundskeepers are very diligent in keeping the Grand Cathedral clean. [i]Especially[/i], today.",
line:0794bcf,Present_Balcony1,Tyrion: Which means this debris must have fallen here recently...,
line:06224a6,Present_Balcony1,Player: Soundproof Room,
line:077cb99,Present_Balcony1,Tyrion: You must have been really desperate if you needed to soundproof your room.,
line:0949ce7,Present_Balcony1,Tyrion: How light of a sleeper are you?,
line:0b70a4b,Present_Balcony1,Theon: So much so that the sounds of morning cicadas can wake me up at times.,
line:03f0443,Present_Balcony1,Player: Theon,
line:0d6aed5,Present_Balcony1,"Tyrion: Forgive me if I'm being rude,[p/] but what [i]is[/i] a High Speaker?",
line:0ead251,Present_Balcony1,Theon: You seriously don't know?[p/] How ignorant are you?,
line:0095c9b,Present_Balcony1,"Tyrion: ...Okay, [i]that's[/i] a little rude.",
line:05f1bf5,Present_Balcony1,Theon: The Church of Bahamut seeks to honor and revere the Scaled Lord Rathallion.,
line:09c093d,Present_Balcony1,Theon: We are all called to spread the word of his greatness throughout Wyverngarde.,
line:0cec198,Present_Balcony1,Theon: The High Speaker leads the Church through this mission.,
line:0ca4e95,Present_Balcony1,Player: Back,
line:0f842f5,Present_Balcony1,Player: Default,
line:04fdcf4,Present_Balcony1,"Tyrion: What do you think about this, High Speaker?",
line:0d58a58,Present_Balcony1,Theon: My apologies.[p/] But there's not much to say about that.,
line:094f0da,Check_Events_Balcony1,We arrived at the west balcony of the cathedral.,
line:023807a,Check_Events_Balcony1,"Supposedly, [i]this[/i] was where the murderer threw Sibyl's body into the lake.",
line:04eece5,Check_Events_Balcony1,"Theon: Oh...[p/] Hello, there.",
line:0e9b53a,Check_Events_Balcony1,"As I inspected the area,[p/] I caught the attention of an old man nearby.",
line:070b76e,Check_Events_Balcony1,"From his garb,[p/] he appeared to be someone who worked at the cathedral.",
line:0c40ac0,Check_Events_Balcony1,Theon: I...[p/] don't believe we've met before.[p/] What are you doing here?,
line:0cde2c0,Check_Events_Balcony1,"Tyrion: Sorry for the intrusion.[p/] I'm Tyrion Cuthbert,[p/] and this is my bodyguard.",
line:06b51da,Check_Events_Balcony1,Celeste: ...We're investigating the murders on behalf of Prosecutor Steelwind.,
line:0749391,Check_Events_Balcony1,"Theon: Tyrion Cuthbert...[p/] I [i]have[/i] heard of you. [h=""He doesn't look [i]nearly[/i] as criminal|as I expected him to be...""/]",
line:021e9ce,Check_Events_Balcony1,He probably hadn't heard anything good...,
line:0b3299d,Check_Events_Balcony1,"Theon: ...But forgive my rudeness,[p/] I am Theon Archeus:[p/] High Speaker of the Church of Bahamut.",
line:061a371,Check_Events_Balcony1,Tyrion: So [i]you're[/i] the one who saw Steelwind here during the murders.,
line:0f62e42,Check_Events_Balcony1,Tyrion: Do you mind if we ask you some questions?,
line:083a04d,Check_Events_Balcony1,Theon: Hm...,
line:0f1d128,Check_Events_Balcony1,Theon: ...I suppose there would be no harm in that.,
line:0bd7f22,Check_Events_Balcony1,I found everything I could here.[p/] It was time to MOVE somewhere else.,
line:09441e6,Examine_Cathedral1,Player: Window,
line:00c79bf,Examine_Cathedral1,Tyrion: It's a stained glass window.[p/] A small ray of sunlight is shining through it.,
line:0200956,Examine_Cathedral1,Player: Seats,
line:095207c,Examine_Cathedral1,Tyrion: There are rows upon rows of seats for worshippers to sit at.,
line:08bdaa5,Examine_Cathedral1,"Tyrion: At full capacity,[p/] this room could probably host thousands of people at a time.",
line:0750b63,Examine_Cathedral1,Player: Middle,
line:0f4a40f,Examine_Cathedral1,Tyrion: There's an altar at the end of the room.,
line:085bc4e,Examine_Cathedral1,Tyrion: A religious figure would probably give a sermon here.,
line:06d4acc,Examine_Cathedral1,Player: Back,
line:0de8a1a,Talk_Cathedral1,Player: What did Virgilae see?,
line:03f6cfc,Talk_Cathedral1,"Tyrion: Your Grace,[p/] where were you when the murders took place?",
line:0f1e808,Talk_Cathedral1,Alaric: Just what are you trying to insinuate?!,
line:0ca2210,Talk_Cathedral1,"Remus: Please, Alaric.[p/] There's no need for that.",
line:061c6a3,Talk_Cathedral1,"Remus: To answer your question,[p/] I was speaking with Lady Frega's familiar.",
line:0f95de9,Talk_Cathedral1,Tyrion: ...Tracker?,
line:032c26b,Talk_Cathedral1,"Remus: No...[p/] It was the demon who calls himself ""Marrunath"".",
line:02ab5ad,Talk_Cathedral1,Tyrion: ...[i]What[/i]?!,
line:0260806,Talk_Cathedral1,Remus: He was actually the one who sent for me.,
line:0b215b2,Talk_Cathedral1,"Remus: According to him,[p/] he had some information that was of great import to me.",
line:0b89b6e,Talk_Cathedral1,Tyrion: ...Did you make a contract with him?,
line:058fa59,Talk_Cathedral1,Remus: Of course not.[p/] He gave me the information he had freely...,
line:09910b7,Talk_Cathedral1,Tyrion: ...Why?,
line:0d50224,Talk_Cathedral1,Tyrion: Demons are supposedly always trying to trick humans into making deals with them.,
line:0acd508,Talk_Cathedral1,"Remus: Looking back,[p/] it must have been a distraction...",
line:0e6e377,Talk_Cathedral1,"Remus: What a fool I was...[p/] I knew he was playing with me,[p/] but I knew he was unable to lie.",
line:0049c9d,Talk_Cathedral1,Remus: And the information he had was too important to ignore.,
line:05a9dfe,Talk_Cathedral1,"Tyrion: ...If you don't mind me asking,[p/] what was the information about?",
line:0bb0c25,Talk_Cathedral1,Remus: ...,
line:0a3852c,Talk_Cathedral1,"Remus: I'm sorry,[p/] but I won't reveal what he told me.",
line:001fa90,Talk_Cathedral1,Remus: ...It would be a danger to everyone here.,
line:08e5f93,Talk_Cathedral1,"Remus: But rest assured,[p/] it had nothing to do with the massacre.",
line:00144d1,Talk_Cathedral1,Tyrion: Your Grace.[p/] We've only [i]just[/i] met.,
line:0ac5573,Talk_Cathedral1,Tyrion: I can't exactly just take your word for it.,
line:078dfd6,Talk_Cathedral1,"Remus: I suppose that's fair,[p/] but believe me when I say that I plan to take this information to my grave.",
line:059d46b,Talk_Cathedral1,"...That was ominous,[p/] but he was clearly intent on keeping their conversation a secret.",
line:0cfb2af,Talk_Cathedral1,"Remus: Anyways,[p/] several members of the Kingsguard were watching us.",
line:0422519,Talk_Cathedral1,Remus: They can verify my alibi.,
line:063aa4f,Talk_Cathedral1,Tyrion: How long did this conversation last?,
line:09d0a39,Talk_Cathedral1,"Remus: I arrived to speak with him at 1:50 PM,[p/] and I didn't leave until 3:10 PM.",
line:0c29424,Talk_Cathedral1,So he was accounted for during the time frame of the murders...,
line:0c377f1,Talk_Cathedral1,But why would Marrunath go to the trouble of distracting him in the first place?,
line:0e55418,Talk_Cathedral1,Whoever orchestrated this also used a [b]Force Cage[/b] to trap Aster...,
line:0c7873b,Talk_Cathedral1,Were they trying to distract the forces in the Cathedral?,
line:0b7c59c,Talk_Cathedral1,Or were they trying to keep certain people out of the crossfire?,
line:088518c,Talk_Cathedral1,Player: Steelwind's spell,
line:0491e4e,Talk_Cathedral1,Tyrion: Your Highness.[p/] We heard the prosecutor cast a spell on you when you saw the fire in the Common Room.,
line:0e46aef,Talk_Cathedral1,Tyrion: Can you tell us more about what happened?,
line:0a53ed0,Talk_Cathedral1,Alaric: I can't believe she [i]attacked[/i] a member of the royal family!,
line:041c434,Talk_Cathedral1,Alaric: She was completely irresponsible with her magic.,
line:0ad58b5,Talk_Cathedral1,"Tyrion: I understand your feelings about this,[p/] but we can't say for certain that she inflicted Mageblight on herself.",
line:0c520ea,Talk_Cathedral1,Tyrion: We don't even know if it was [i]actually[/i] her.,
line:0091788,Talk_Cathedral1,Alaric: I [i]saw[/i] her with my own eyes!,
line:0dbfa17,Talk_Cathedral1,Alaric: Plenty of other people did too!,
line:07375ab,Talk_Cathedral1,"Tyrion: ...Either way,[p/] where did this happen?",
line:05c46b5,Talk_Cathedral1,Alaric: It was on the path outside the Common Room.,
line:0fb312e,Talk_Cathedral1,"Alaric: I saw smoke coming from the building,[p/] and I saw Steelwind walking away from it.",
line:037779a,Talk_Cathedral1,So this must have been [i]after[/i] she murdered von Sanctus.,
line:073344d,Talk_Cathedral1,Tyrion: I have a feeling I already know the answer...[p/] But was she behaving erratically?,
line:0ae3d05,Talk_Cathedral1,Alaric: No![p/][s/] She very [i]deliberately[/i] cast a spell on me!,
line:0873e08,Talk_Cathedral1,Which once [i]again[/i] implies that Mageblight wasn't behind this...,
line:01a6d65,Talk_Cathedral1,Tyrion: Do you know which spell she cast on you?,
line:03997e9,Talk_Cathedral1,Alaric: I'm not sure...,
line:0e23722,Talk_Cathedral1,Alaric: I've never been affected by a spell like that before.,
line:06b503c,Talk_Cathedral1,"Remus: From the magical traces on him,[p/] we know that it was a [b]transmutation[/b] spell.",
line:0502a86,Talk_Cathedral1,Celeste: [b]Transmutation[/b] spells manipulate and change physical matter...,
line:03e282a,Talk_Cathedral1,Celeste: It's scary to think about what that might do to a human body.,
line:0459294,Talk_Cathedral1,Celeste: ...Are you sure he's okay?,
line:0514239,Talk_Cathedral1,"Remus: Lord Asclepius inspected him,[p/] and he didn't appear to have any lasting injuries.",
line:007f238,Talk_Cathedral1,Remus: We're hoping the spell's effects were only temporary.,
line:029ab39,Talk_Cathedral1,Tyrion: Can you describe what you felt while you were affected by it?,
line:0f09d51,Talk_Cathedral1,Tyrion: That might help us identify which spell it was.,
line:0c70b5d,Talk_Cathedral1,"Alaric: Well...[p/] I was extremely dazed,[p/] and my ears were ringing.",
line:088fdcc,Talk_Cathedral1,Alaric: My vision was also partially blurred.[p/] It was as if my mind was in some sort of fog.,
line:0ef818e,Talk_Cathedral1,"Alaric: Whenever I tried to speak,[p/] I couldn't even form words with my mouth.",
line:0f5237d,Talk_Cathedral1,Alaric: I could only make grunting sounds.,
line:073a641,Talk_Cathedral1,Alaric: I couldn't walk either.[p/] So I had to crawl on the floor.,
line:0d1897c,Talk_Cathedral1,Tyrion: ...I'm sorry you had to go through that.[p/] That must have been traumatic.,
line:01d3c88,Talk_Cathedral1,Alaric: ...,
line:024837b,Talk_Cathedral1,But what kind of [b]transmutation[/b] spell would do that to him?,
line:09dc528,Talk_Cathedral1,It had to be something that affected his senses.,
line:02031ad,Talk_Cathedral1,Player: Steelwind's Demeanor,
line:0b55f2d,Talk_Cathedral1,"Tyrion: You already told us that she wasn't acting erratically,[p/] but was there anything off about her demeanor?",
line:07947f1,Talk_Cathedral1,Alaric: I only saw her for a moment...,
line:0f62c76,Talk_Cathedral1,Alaric: But she was definitely different than usual.[p/] She was completely emotionless.,
line:03cd9a5,Talk_Cathedral1,"Celeste: ...Y-[p/]Yeah.[p/] That's exactly what she was like when I fought her, too.",
line:085480b,Talk_Cathedral1,Alaric: She was like an Arcane Construct.[p/] Her movements were almost robotic.,
line:0254aba,Talk_Cathedral1,Tyrion: Wait...[p/] [i]Are[/i] there any Arcane Constructs on the Cathedral grounds?,
line:038dfc8,Talk_Cathedral1,"Remus: No,[p/] not for lack of [i]trying[/i] on Lloyd's part.",
line:01c9920,Talk_Cathedral1,Remus: The High Speaker and I have specifically forbidden the staff here from using them.,
line:05ea33c,Talk_Cathedral1,Hm...[p/] It would've been [i]really[/i] convenient if all of this was done using a Construct.,
line:0983b15,Talk_Cathedral1,"Tyrion: Anyways,[p/] was anyone else around when Steelwind cast that [b]transmutation[/b] spell on you?",
line:0cef0cb,Talk_Cathedral1,Alaric: No.[p/] She moved away quickly after she incapacitated me.,
line:0b56d4a,Talk_Cathedral1,"Alaric: And even if someone [i]was[/i] around,[p/] I don't think I could've seen them anyways.",
line:015cc31,Talk_Cathedral1,Commander White also said that he was surprised no one saw the prince until after that spell wore off.,
line:0a826bf,Talk_Cathedral1,What happened to him?,
line:089e007,Talk_Cathedral1,Player: Back,
line:0031cf5,Present_Cathedral1,Player: Runestone,
line:05c36fe,Present_Cathedral1,"Alaric: ...Why are you showing this Runestone to me, knave?",
line:0679b15,Present_Cathedral1,Tyrion: It's my Attorney's Runestone.[p/] It proves that I'm a certified attorney.,
line:04a2962,Present_Cathedral1,"Alaric: Hmph...[p/] Just like a peasant to fawn over such a monday-ed piece of artificery. [h=""I want one..."" e=""s""/]",
line:0038bba,Present_Cathedral1,Player: Tyrion,
line:09328b6,Present_Cathedral1,"Alaric: Hmph...[p/] Every time I see you,[p/] something horrible ends up happening.",
line:09d4c98,Present_Cathedral1,Alaric: It's as if you bring trouble wherever you go.,
line:01818fb,Present_Cathedral1,Tyrion: My occupation just puts me in these positions.,
line:0bcbb63,Present_Cathedral1,Alaric: So you go around [i]looking[/i] for trouble then.,
line:0fe158c,Present_Cathedral1,"Celeste: ...Well,[p/] he's not wrong.",
line:08019bc,Present_Cathedral1,Player: Aria|Lloyd|Coraline|Garrick|Autopsy Report: Lloyd von Sanctus|Autopsy Report: Coraline Sibyl|Autopsy Report: Garrick Pierce,
line:0ec7889,Present_Cathedral1,Alaric: I can't believe Lady Steelwind would do something like this...,
line:07e522e,Present_Cathedral1,"Alaric: After everything my brother has done for her,[p/] [i]this[/i] is how she repays him?",
line:0e8a074,Present_Cathedral1,Tyrion: There's more to this than we're all seeing.[p/] She can't be responsible for this.,
line:029a7b2,Present_Cathedral1,Alaric: Hmph...[p/] We'll see.,
line:01a3b12,Present_Cathedral1,Player: Aster,
line:04eb0d1,Present_Cathedral1,"Alaric: Out of everyone,[p/] I think my brother has gotten the worst out of this.",
line:01077dc,Present_Cathedral1,Tyrion: Right...[p/] He has to choose between protecting his fiancée and maintaining an image of objectivity.,
line:0670c5a,Present_Cathedral1,Remus: ...,
line:0650e37,Present_Cathedral1,Celeste: ...I hope he's okay.,
line:0c04ff8,Present_Cathedral1,Player: Remus,
line:0ec0aac,Present_Cathedral1,Tyrion: I can't believe I've gone this long without knowing who you are.,
line:02e7696,Present_Cathedral1,"Tyrion: Why haven't I ever heard of you before, Your Grace?",
line:0cae27b,Present_Cathedral1,Alaric: His Grace does not see it fit to mingle with the commonfolk.,
line:018dd70,Present_Cathedral1,Alaric: He only concerns himself with the matters [i]befitting[/i] of his station.,
line:00cb2cc,Present_Cathedral1,Remus: ...,
line:034a918,Present_Cathedral1,Player: The Report|Alaric's Testimony|Alaric,
line:0a94efb,Present_Cathedral1,Tyrion: It's a good thing you came out of this unharmed...,
line:0917024,Present_Cathedral1,Tyrion: A lot of people lost their lives today.,
line:021ac86,Present_Cathedral1,Alaric: Hmph...[p/] Steelwind knows better than to harm a member of the royal family.,
line:0119e13,Present_Cathedral1,Back,
line:073319b,Present_Cathedral1,Player: Default,
line:0475ace,Present_Cathedral1,"Tyrion: What can you tell me about this, Your Highness?",
line:06b4376,Present_Cathedral1,Alaric: Hmph...[p/] Pondering such things is beneath someone of my stature.,
line:070894b,Present_Cathedral1,He could have just said he has nothing to say...,
line:075527d,Check_Events_Cathedral1,Alaric: She attacked a member of the royal family and [i]killed[/i] several nobles!,
line:0b5a172,Check_Events_Cathedral1,Alaric: What [i]else[/i] is there to investigate?!,
line:0da5a19,Check_Events_Cathedral1,Alaric: The laws are clear about what we must do![p/][s/] We should execute her immediately!,
line:09a396e,Check_Events_Cathedral1,Remus: Alaric.[p/] This situation is of far too much import to make such rash decisions.,
line:08d08f7,Check_Events_Cathedral1,Remus: We need to approach this calmly and carefully.,
line:0181294,Check_Events_Cathedral1,"As we returned to the nave,[p/] I spotted the young prince stomping around as he argued with the nobleman I saw earlier.",
line:0612ef5,Check_Events_Cathedral1,"Now that I thought about it,[p/] he was the only person here I didn't recognize...",
line:0397112,Check_Events_Cathedral1,"Alaric: ...Oh, it's [i]you[/i] two.",
line:03ec419,Check_Events_Cathedral1,Tyrion: Your Highness...,
line:0052e4f,Check_Events_Cathedral1,Tyrion: ...And I don't think [i]we've[/i] been introduced.,
line:038d230,Check_Events_Cathedral1,Remus: ...,
line:0ba8d99,Check_Events_Cathedral1,Celeste: ...,
line:033f8ac,Check_Events_Cathedral1,Alaric: I see you're still as insolvent as ever...,
line:034fb89,Check_Events_Cathedral1,Alaric: You stand before Sir Remus Virgilae:[p/] Archduke and Royal Visor to the Wyverngarde Throne.,
line:07e0002,Check_Events_Cathedral1,Remus: [i]*sigh*[/i][p/] I believe he means [i]ad[/i]visor.,
line:0803ff9,Check_Events_Cathedral1,"""Archduke""?",
line:0a4f56d,Check_Events_Cathedral1,I didn't even know the Kingdom of Wyverngarde [i]had[/i] a title like that.,
line:0aebfd6,Check_Events_Cathedral1,Why hadn't I ever heard of him before?,
line:0431887,Check_Events_Cathedral1,Remus: ...Why [i]are[/i] you two still here anyways?,
line:0c9900e,Check_Events_Cathedral1,Remus: I thought the cathedral was closed for the investigation.,
line:0171249,Check_Events_Cathedral1,Tyrion: We're investigating what happened on behalf of Prosecutor Steelwind.,
line:02dc068,Check_Events_Cathedral1,Remus: I...[p/] see.,
line:09cb89a,Check_Events_Cathedral1,"Remus: Anyways,[p/] I have much to attend to.[p/] I'll be taking my leave.",
line:0314bf1,Check_Events_Cathedral1,"Tyrion: ...Actually,[p/] since we have you here,[p/] we'd like to ask you some questions.",
line:0f6d8ed,Check_Events_Cathedral1,Tyrion: ...[i]Both[/i] of you.,
