id,node,text,translation
line:01bba04,Cemetery_Present,I'd rather not think about that.,
line:085b7ca,Cemetery_Present,Player: Theodore,
line:0daf8c2,Cemetery_Present,Tyrion: You were with the headmaster in his office earlier.,
line:0b2a915,Cemetery_Present,Tyrion: Are you two acquaintances?,
line:0f26e27,Cemetery_Present,"Eris: In a way, yes.[p/] You could say that I’m a patron of his.",
line:0978d10,Cemetery_Present,Eris: I’m interested in why he would go so far as to include the commonfolk in the academy.,
line:029c7d5,Cemetery_Present,Eris: His generosity can clearly be a vice sometimes.,
line:01e15eb,Cemetery_Present,Tyrion: What do you mean?,
line:0c2492e,Cemetery_Present,Eris: Enrolling commonfolk mages into the academy was already a controversial move.,
line:0c65c26,Cemetery_Present,Eris: But teaching one of them [b]necromancy[/b] illegally...,
line:03d7d50,Cemetery_Present,"Eris: Even [i]if[/i] Wallace is acquitted,[p/] I don't see things getting easier for him.",
line:0227bb4,Cemetery_Present,Player: Back,
line:0a159ef,Cemetery_Present,Default,
line:03fa229,Cemetery_Present,"Tyrion: What do you think about this, Eris?",
line:08fdd33,Cemetery_Present,"Eris: Really, now?",
line:0c94263,Cemetery_Present,Eris: I can't tell you [i]everything[/i] you need to get through this case.,
line:0152870,Cemetery_Present,Eris: What would be the fun in that?,
line:01c4d0f,Cemetery_Present,Tyrion: Um...[p/] Okay?,
line:0c6d61d,Cemetery_Check,CELESTE: Tyrion...?[p/] What are we doing here?,
line:0e05ac9,Cemetery_Check,TYRION: I’m...[p/] not sure.,
line:0400f9a,Cemetery_Check,"For some reason,[p/] I felt drawn to this place.",
line:00cd37f,Cemetery_Check,"I was supposed to make my way back to the Academy,[p/] but I suddenly found myself here.",
line:0fbe955,Cemetery_Check,"It was strange,[p/] but I couldn't even remember how we'd arrived here.",
line:0515f52,Cemetery_Check,CELESTE: Wait...[p/][s/] Is that Eris?!,
line:00f3345,Cemetery_Check,Celeste pointed further into the cemetery.[p/] Eris was standing there in front of a gravestone.,
line:0929145,Cemetery_Check,She was placing flowers on it and appeared to be chanting a short prayer.,
line:0b70895,Cemetery_Check,CELESTE: Well...[p/] We found her.,
line:045febd,Cemetery_Check,TYRION: We...[p/] should probably talk to her later.,
line:0a610e8,Cemetery_Check,TYRION: It would be rude to disturb her now.,
line:0ee7705,Cemetery_Check,"As we were about to leave,[p/] Eris suddenly turned to face us.",
line:058316f,Cemetery_Check,"She was far away,[p/] but she'd clearly noticed us and was beckoning us over.",
line:004310b,Cemetery_Check,"ERIS: Oh, hello there.[p/] Were you two looking for me?",
line:054dbd8,Cemetery_Check,"TYRION: S-[p/]Sorry.[p/] We [i]were[/i] looking for you,[p/] but we understand if you’d rather talk later...",
line:043d952,Cemetery_Check,ERIS: No.[p/] I was just finishing up here.,
line:00aaf09,Cemetery_Check,ERIS: Did you have something you wanted to talk to me about?,
line:0a61a92,Cemetery_Check,TYRION: Well...[p/] We wanted to ask you some questions about the case.,
line:0ec08e5,Classroom_Examine,"CELESTE: Oh, Tyrion![p/] I almost forgot!",
line:0b853a3,Classroom_Examine,Celeste: Let me show you one of the new spells I learned.,
line:0396d3f,Classroom_Examine,CELESTE: ...[b]REPERIO ARCANUM[/b]!,
line:0776af7,Classroom_Examine,ARIA: ...!,
line:0204c2e,Classroom_Examine,TYRION: W-[p/][s/]What was that?,
line:0c354b2,Classroom_Examine,CELESTE: [i]That[/i] is the incantation for the [b]Detect Magic[/b] spell.,
line:00f8da6,Classroom_Examine,TYRION: [b]Detect Magic[/b]...?[p/] Wait...[p/][s/] Does that mean—?,
line:0e2981e,Classroom_Examine,CELESTE: Yep![p/][s/] I can see magical traces while we're EXAMINING crime scenes!,
line:0e33c2e,Classroom_Examine,Player: Painting,
line:0355fe4,Classroom_Examine,Tyrion: It's a painting of some sort of musician.,
line:0295ae3,Classroom_Examine,Tyrion: There's some text written below it.,
line:09953a4,Classroom_Examine,"Tyrion: ""Doctor Nicolas Goussu:[p/] Inventor of the Arcane Engine.""",
line:0d453ba,Classroom_Examine,"Tyrion: ""His work revolutionized trade and travel across the seas.""",
line:01a0488,Classroom_Examine,"Tyrion: ""He was well known for not discriminating between the commonfolk and the nobility,[p/] judging his assistants based purely on their merit.""",
line:06b49d5,Classroom_Examine,"Tyrion: ""When he wasn't conducting research within the Imperial Academy,[p/] he was known to compose symphonies in his free time.""",
line:039b7cb,Classroom_Examine,It sounded like he was a man of many talents.,
line:0bfdd45,Classroom_Examine,Player: Body,
line:0bc886b,Classroom_Examine,Tyrion: There's a chalk outline where the professor's body was.,
line:017fa27,Classroom_Examine,Tyrion: It appears that most of this blood came from her abdomen.,
line:00ee685,Classroom_Examine,Tyrion: Is that where the fatal wound was?,
line:089ce74,Classroom_Examine,ARIA: ...,
line:089996f,Classroom_Examine,TYRION: There’s a lot of blood in this puddle...[p/] but there’s no trail leading to it.,
line:0a375cf,Classroom_Examine,TYRION: And there aren't any magical traces anywhere else in the room.,
line:05fdce2,Classroom_Examine,Tyrion: I doubt the murderer used magic to clean it.,
line:0e0847b,Classroom_Examine,CELESTE: Does that mean that the murderer attacked her in this room?,
line:0e3c918,Classroom_Examine,TYRION: Maybe...[p/] But it’s hard to say for certain.,
line:0780503,Classroom_Examine,Player: Window,
line:0d3d229,Classroom_Examine,Tyrion: The lecture hall has a window.,
line:06e2ab6,Classroom_Examine,Celeste: I feel like I'd just stare outside all day if I had to sit in this place.,
line:0394c45,Classroom_Examine,"Celeste: How long do they have to sit here, anyway?",
line:0cd9fdb,Classroom_Examine,Aria: Lectures here last for an hour at a minimum.,
line:05d809c,Classroom_Examine,Celeste: An [i]hour[/i]?![p/] No wonder all the nobles are such psychopaths!,
line:034f31f,Classroom_Examine,"Aria: Present company excluded, I hope.",
line:0e9c2a0,Classroom_Examine,"Celeste: Yeah.[p/] You're not that bad, Aria.",
line:0dd397e,Classroom_Examine,Aria: ...How have you learned so many spells if you're so distractible?,
line:05cd4cc,Classroom_Examine,Celeste: I don't know.[p/] I just look at the spell formula and...[p/] do it.,
line:0e2dfd0,Classroom_Examine,Aria: I...[p/] see.,
line:04f6b25,Classroom_Examine,Celeste: ...Is that not normal?,
line:0c00e9b,Classroom_Examine,Player: Books,
line:07cbae7,Classroom_Examine,Celeste: Oh![p/] They have books here too.,
line:0fd45d9,Classroom_Examine,Tyrion: These appear to be textbooks about alchemy.,
line:0195137,Classroom_Examine,Celeste: Aw...[p/] Lame.,
line:06e2324,Classroom_Examine,Player: Students,
line:0d9d361,Classroom_Examine,Tyrion: This must be where the students sit during lectures.,
line:0693662,Classroom_Examine,Celeste: Ugh...[p/] I can't imagine sitting in one place all day.,
line:01db4f1,Classroom_Examine,Tyrion: Have you never attended a school before?,
line:071ab02,Classroom_Examine,Celeste: Do you seriously think a dump like Kornhaven has standardized education?,
line:08c0c5f,Classroom_Examine,Celeste: I learned from books that I...,
line:0832d2f,Classroom_Examine,She glanced at Steelwind before finishing that thought.,
line:01e79a4,Classroom_Examine,Celeste: ...I learned from books that I [i]appropriated[/i] from some traveling merchants.,
line:04453c6,Classroom_Examine,Celeste: What about you?,
line:098536d,Classroom_Examine,"Tyrion: ...I attended a public school when I was younger,[p/] but Ms. Tymora handled most of my education herself.",
line:02bdf2a,Classroom_Examine,Celeste: Hm...,
line:0fbc884,Classroom_Examine,Player: Detect Body,
line:01c4c1d,Classroom_Examine,There was a trace of [b]necromancy[/b] on the body.,
line:0626f75,Classroom_Examine,"According to Steelwind,[p/] that was the primary piece of evidence implicating Wallace.",
line:014ddd4,Classroom_Examine,CELESTE: ...What?,
line:0d9905c,Classroom_Examine,TYRION: What’s wrong?,
line:096e67c,Classroom_Examine,CELESTE: There’s a trace of [b]necromancy[/b] in Bellwether's blood.,
line:03c8316,Classroom_Examine,TYRION: [b]Necromancy[/b]?,
line:04b4faf,Classroom_Examine,CELESTE: Isn’t [b]necromancy[/b] the type of magic that creates zombies?,
line:03bbb7d,Classroom_Examine,"CELESTE: She’s not just going to get up and walk away, right?",
line:0746d67,Classroom_Examine,ARIA: ...We’re honestly not sure.[p/] The Inquisition is on edge about that as well.,
line:0a9efe9,Classroom_Examine,TYRION: But how does that implicate Wallace?,
line:067c008,Classroom_Examine,"Aria: Oh,[p/] he didn't tell you?",
line:0cbda46,Classroom_Examine,ARIA: Wallace Nightgrave is a necromancer.,
line:0646084,Classroom_Examine,CELESTE: ...What?,
line:0ea9119,Classroom_Examine,ARIA: We believe that he drained her life force using a spell called [b]Necrotic Blight[/b].,
line:03ccb0a,Classroom_Examine,Aria: Spells like that tend to interfere with the [b]divination[/b] spell we use to identify the cause of death.,
line:00e7508,Classroom_Examine,"ARIA: However,[p/] there were no visible wounds.[p/] Only a [b]necromancy[/b] spell could have killed her.",
line:056d7fa,Classroom_Examine,Tyrion: ...Do you have a copy of the Autopsy Report?,
line:070721f,Classroom_Examine,"Aria: Of course,[p/] but it's incomplete because of the aforementioned reasons.",
line:0fc79cf,Classroom_Examine,ARIA: This whole ordeal has put everyone on edge.,
line:09b3f40,Classroom_Examine,Aria: This is the first case of necrotic homicide we've had in nearly a century.,
line:011a0ab,Classroom_Examine,I couldn't believe it...[p/] I'd only read about [b]necromancy[/b] in fantasy novels.,
line:0707d3d,Classroom_Examine,I never imagined that I'd end up defending a necromancer.,
line:01b764b,Classroom_Examine,"TYRION: But if what you're saying is true,[p/] weren’t there plenty of other mages who could use [b]necromancy[/b]?",
line:0c9a26d,Classroom_Examine,"Tyrion: This [i]is[/i] an academy for mages, after all.",
line:0f6a680,Classroom_Examine,ARIA: No.[p/] The knowledge required to learn [b]necromancy[/b] is heavily controlled.,
line:0c2cf89,Classroom_Examine,Aria: Mr. Nightgrave already violated several laws simply by learning these spells.,
line:0721e15,Classroom_Examine,ARIA: I'm baffled as to how he even got access to that knowledge in the first place.,
line:0ebf8a3,Classroom_Examine,Right...[p/] [b]Necromancy[/b] sounded like some dark magic—[p/]even by the nobility's standards.,
line:050a4f9,Classroom_Examine,I'd be terrified to know why [i]anyone[/i] would want to learn that type of magic.,
line:04fb112,Classroom_Examine,"ARIA: The fact that he was the only known student who knew these spells makes him our only suspect. [h=""But it’s still too convenient...|Something else is happening..."" /]",
line:0f4f87f,Classroom_Examine,TYRION: ...!,
line:0354c6e,Classroom_Examine,"I seldom caught thoughts from Steelwind,[p/] and they usually only appeared when someone brought up her father.",
line:031a172,Classroom_Examine,"She was usually very composed,[p/] and I still didn't see a hint of that uneasiness in her posture.",
line:0392a9b,Classroom_Examine,"Normally,[p/] I could only see thoughts when the target was stressed or excited...",
line:0cd7683,Classroom_Examine,[i]Something[/i] about this case must've been rattling her.,
line:07aca09,Classroom_Examine,"TYRION: ...Is there something you’re not telling us, Steelwind?",
line:047f6f8,Classroom_Examine,ARIA: ...,
line:0094f73,Classroom_Examine,TYRION: ...,
line:0b884a8,Classroom_Examine,The Eye couldn't catch any more thoughts from her.,
line:0838b85,Classroom_Examine,Player: Back,
line:0316b38,Classroom_Talk,Player: Questions for us,
line:0c18a5b,Classroom_Talk,ARIA: Ms. McCoy.[p/] It’s my understanding that you were adopted.,
line:0a4e3cf,Classroom_Talk,ARIA: Would you happen to know who your biological parents are?,
line:0c4333a,Classroom_Talk,Celeste tensed and shifted uncomfortably.,
line:0721359,Classroom_Talk,"TYRION: ...That's kind of personal, isn't it?",
line:09d5c1b,Classroom_Talk,ARIA: You agreed to answer my questions.,
line:0b9546c,Classroom_Talk,"TYRION: I [i]did[/i],[p/] but I didn’t think you meant—",
line:08719e9,Classroom_Talk,"CELESTE: I-[p/][s/]It’s fine, Tyrion.[p/] It's for Wallace.",
line:04f4155,Classroom_Talk,She took a breath.[p/] This had always been a sore subject for her.,
line:074b827,Classroom_Talk,CELESTE: I don’t know who my birth parents are.[p/] I’ve never tried looking for them.,
line:0c7a1a9,Classroom_Talk,ARIA: ...I see.,
line:0d3e1a6,Classroom_Talk,"ARIA: If I recall correctly,[p/] your [b]Spell Compendium[/b] only contained one spell.",
line:09bd99d,Classroom_Talk,ARIA: How did you learn [b]Mage Blade[/b] in the first place?,
line:0909fea,Classroom_Talk,CELESTE: I bought a scroll from a merchant a few years ago.,
line:0ea27d8,Classroom_Talk,Celeste: It had [b]Mage Blade's[/b] spell formula on it.,
line:0abcee0,Classroom_Talk,Aria: But surely someone taught you how to cast it.,
line:046f929,Classroom_Talk,"Celeste: No, I'm self-taught.",
line:04b3b66,Classroom_Talk,Steelwind's eyes narrowed.[p/] She was being unusually interrogative about this.,
line:0e2e9dc,Classroom_Talk,"Aria: ...You can't teach yourself magic, Ms. McCoy.[p/] That's not possible.",
line:0d416f3,Classroom_Talk,"Celeste: Well,[p/] [i]I[/i] did.",
line:0ca6500,Classroom_Talk,Aria: ...Are you sure you're not mistaken?,
line:05f570c,Classroom_Talk,"CELESTE: Hey![p/] I've got a system, okay?",
line:0eb1683,Classroom_Talk,Celeste: I even learned a few new spells today.,
line:024bc55,Classroom_Talk,Aria: I’m sorry...[p/] “spells”?[p/] As in plural?,
line:0b4f76a,Classroom_Talk,Celeste: Yeah![p/] [i]I'd[/i] like to think I'm pretty good at this.,
line:0327399,Classroom_Talk,Aria: ...How long did it take you to learn these spells?,
line:09a38d3,Classroom_Talk,"CELESTE: A few hours, I think.",
line:02b35e8,Classroom_Talk,"ARIA: ... [h=""She taught herself multiple spell formulas|within a few hours?!"" /]",
line:01d1a96,Classroom_Talk,ARIA: I...[p/] see.,
line:0c20101,Classroom_Talk,"Aria: I think that’s all I need to ask for now.[p/] Thank you, Ms. McCoy.",
line:0c67e0f,Classroom_Talk,CELESTE: Um...[p/] Okay?,
line:04d8886,Classroom_Talk,Steelwind looked like she was deep in thought.[p/] Why was she so interested in Celeste's magic?,
line:0b7ed77,Classroom_Talk,Player: The Murder,
line:078ee4a,Classroom_Talk,"TYRION: Do you know what happened here, Steelwind?",
line:069d407,Classroom_Talk,"ARIA: Well,[p/] the City Watch received a call from the academy.",
line:050164f,Classroom_Talk,ARIA: They reported an attack on campus grounds and put the entire building on lockdown.,
line:0cb996d,Classroom_Talk,ARIA: The city watch set up a perimeter around the building while they waited for the system to deactivate.,
line:0574311,Classroom_Talk,TYRION: They had to wait?[p/] Why didn't the academy just deactivate the system manually?,
